product_id,main_camera_mp (MP),wide_camera_mp (MP),tele_camera_mp (MP),macro_camera_mp (MP),wide_camera_aperture (f/),tele_camera_aperture (f/),macro_camera_aperture (f/)
63453,8.0,5.0,2.0,2.0,1.0,1.0,1.75
55513,8.0,5.0,2.0,2.0,1.0,1.0,1.75
78042,8.0,50.0,2.0,2.0,1.0,1.0,1.75
49581,8.0,5.0,2.0,2.0,1.0,1.0,1.75
62323,8.0,5.0,2.0,2.0,1.0,1.0,1.75
63070,8.0,5.0,2.0,2.0,1.0,1.0,1.75
59052,8.0,5.0,2.0,2.0,1.0,1.0,2.2
62089,8.0,108.0,2.0,2.0,1.0,1.0,1.75
62040,8.0,5.0,2.0,2.0,1.0,1.0,1.75
60679,8.0,5.0,2.0,2.0,1.0,1.0,1.75
74345,108.0,5.0,2.0,2.0,1.0,1.0,1.75
67356,8.0,5.0,2.0,2.0,1.0,1.0,1.75
63454,8.0,5.0,2.0,2.0,1.0,1.0,1.75
52303,8.0,5.0,2.0,2.0,1.0,1.0,1.75
85457,8.0,50.0,2.0,2.0,1.0,1.0,1.75
72190,8.0,5.0,2.0,2.0,1.0,1.0,1.75
56070,8.0,5.0,2.0,2.0,1.0,1.0,1.75
17861,8.0,5.0,2.0,2.0,1.0,1.0,1.75
72225,8.0,5.0,2.0,2.0,1.0,1.0,1.75
81356,8.0,50.0,2.0,2.0,1.4,1.0,1.75
55531,8.0,5.0,2.0,2.0,1.0,1.0,1.75
55691,8.0,8.0,2.0,2.0,1.0,1.0,1.75
56135,8.0,5.0,2.0,2.0,1.0,1.0,1.75
77854,8.0,5.0,2.0,2.0,1.0,1.0,1.75
66254,8.0,5.0,2.0,2.0,1.0,1.0,1.75
31299,8.0,5.0,2.0,2.0,2.4,1.8,1.75
66241,48.0,5.0,2.0,2.0,1.0,1.0,1.75
81109,8.0,5.0,2.0,2.0,1.8,2.0,1.75
76433,8.0,5.0,2.0,2.0,1.0,1.0,1.75
55519,8.0,5.0,2.0,2.0,1.0,1.0,1.75
56156,8.0,5.0,2.0,2.0,1.0,1.0,1.75
51784,8.0,5.0,2.0,2.0,1.0,1.0,1.75
85267,8.0,5.0,2.0,2.0,1.0,1.0,1.75
30767,8.0,5.0,2.0,2.0,1.0,1.0,1.75
55529,8.0,5.0,2.0,2.0,1.0,1.0,1.75
55522,8.0,5.0,2.0,2.0,1.0,1.0,1.75
50260,50.0,5.0,2.0,2.0,1.0,1.0,1.75
62301,8.0,5.0,2.0,2.0,1.0,1.0,1.75
56132,8.0,5.0,2.0,2.0,1.0,1.0,1.75
64075,8.0,5.0,2.0,2.0,1.0,1.0,1.75
67044,8.0,5.0,2.0,2.0,1.0,1.0,1.75
59250,8.0,13.0,2.0,2.0,1.0,1.0,1.75
52473,8.0,5.0,50.0,2.0,1.0,1.0,1.75
50842,8.0,5.0,2.0,2.0,1.0,1.0,1.75
64468,8.0,5.0,2.0,2.0,1.0,1.0,1.75
66375,8.0,5.0,2.0,2.0,1.0,1.0,1.75
84535,8.0,5.0,2.0,108.0,1.0,1.0,1.75
66246,8.0,5.0,2.0,2.0,1.9,1.0,2.2
55532,8.0,5.0,2.0,2.0,1.0,1.0,1.75
55760,8.0,13.0,2.0,2.0,1.0,1.0,1.75
72116,8.0,5.0,2.0,2.0,1.0,1.0,1.75
62035,8.0,13.0,2.0,2.0,1.0,1.0,1.75
67043,8.0,5.0,2.0,2.0,1.0,1.0,1.75
64469,8.0,5.0,2.0,2.0,1.0,1.0,1.75
39979,8.0,5.0,2.0,2.0,1.0,1.0,1.75
25889,8.0,5.0,2.0,2.0,1.0,1.0,1.75
55937,8.0,5.0,2.0,2.0,1.0,1.0,1.75
54451,8.0,5.0,2.0,2.0,1.8,2.2,1.75
14119,8.0,5.0,2.0,2.0,1.0,1.0,1.75
79116,50.0,5.0,2.0,2.0,1.0,1.0,1.75
50203,8.0,5.0,2.0,2.0,1.0,1.0,1.75
54287,8.0,5.0,2.0,2.0,1.0,1.0,1.75
54277,8.0,5.0,2.0,2.0,1.0,1.0,1.75
50696,8.0,5.0,2.0,2.0,1.0,1.0,1.75
54962,8.0,64.0,2.0,2.0,1.0,1.0,1.75
64076,8.0,5.0,2.0,2.0,1.0,1.0,1.75
67959,8.0,5.0,2.0,2.0,1.0,1.0,1.75
78905,8.0,5.0,2.0,2.0,1.0,1.0,1.75
51789,8.0,5.0,2.0,2.0,1.0,1.0,1.75
64074,8.0,5.0,2.0,2.0,1.0,1.0,1.75
85237,8.0,5.0,2.0,2.0,1.0,1.0,1.75
85235,8.0,5.0,2.0,2.0,1.0,1.0,1.75
49970,64.0,50.0,2.0,2.0,1.0,1.0,1.75
69536,8.0,5.0,2.0,2.0,1.0,1.0,1.75
67549,50.0,5.0,2.0,2.0,1.0,1.0,1.75
35117,8.0,5.0,2.0,2.0,1.0,1.0,1.75
54278,8.0,5.0,2.0,2.0,1.0,1.0,1.75
54670,8.0,5.0,2.0,2.0,1.0,1.0,1.75
46948,8.0,5.0,2.0,2.0,1.0,1.0,1.75
79124,8.0,5.0,2.0,2.0,1.0,1.0,1.75
88457,8.0,5.0,2.0,2.0,1.0,1.0,1.75
84532,8.0,50.0,2.0,2.0,1.0,1.0,1.75
55508,8.0,5.0,2.0,2.0,1.0,1.0,1.75
67957,8.0,5.0,2.0,2.0,1.0,1.0,1.75
84349,8.0,5.0,50.0,2.0,1.0,1.0,1.75
76438,8.0,5.0,2.0,2.0,1.0,1.0,1.75
72115,8.0,5.0,2.0,2.0,1.0,1.0,1.75
77350,8.0,5.0,2.0,2.0,1.9,1.0,1.75
81358,8.0,50.0,2.0,2.0,1.4,1.0,1.75
54276,8.0,12.0,12.0,2.0,1.0,1.0,1.75
62020,8.0,50.0,2.0,2.0,1.0,1.0,1.75
50202,8.0,5.0,2.0,2.0,1.0,1.0,1.75
61507,64.0,5.0,64.0,2.0,1.0,1.0,1.75
76428,8.0,5.0,2.0,2.0,1.0,1.0,1.75
81323,8.0,5.0,2.0,2.0,1.0,1.0,1.75
67046,8.0,5.0,2.0,2.0,1.0,1.0,1.75
76429,8.0,5.0,2.0,2.0,1.0,1.0,1.75
92291,8.0,5.0,2.0,2.0,1.0,1.0,1.75
84467,8.0,5.0,2.0,2.0,1.0,1.0,1.75
85253,8.0,5.0,2.0,2.0,1.0,1.0,1.75
72203,8.0,5.0,2.0,2.0,1.0,1.0,1.75
51344,8.0,5.0,2.0,2.0,1.0,1.0,1.75
62351,8.0,5.0,2.0,2.0,1.0,1.0,1.75
63752,8.0,5.0,2.0,2.0,1.0,1.0,1.75
59594,8.0,5.0,2.0,2.0,1.0,1.0,1.75
66243,8.0,5.0,2.0,2.0,1.0,1.0,1.75
76427,8.0,5.0,2.0,2.0,1.0,1.0,1.75
54944,8.0,12.0,12.0,2.0,1.0,1.0,1.75
46954,8.0,5.0,2.0,2.0,1.0,1.0,1.75
49582,8.0,5.0,2.0,2.0,1.0,1.0,1.75
62036,8.0,50.0,2.0,2.0,1.0,1.0,1.75
62039,8.0,5.0,2.0,2.0,1.88,1.0,1.75
62327,8.0,5.0,2.0,2.0,1.0,1.0,1.75
59266,8.0,5.0,2.0,2.0,1.0,1.0,1.75
64070,8.0,5.0,2.0,2.0,1.0,1.0,1.75
72509,8.0,5.0,2.0,2.0,1.0,1.0,1.75
51335,8.0,5.0,2.0,2.0,1.0,1.0,1.75
54268,8.0,5.0,2.0,2.0,1.0,1.0,1.75
44998,8.0,5.0,2.0,2.0,1.0,1.0,1.75
63941,8.0,5.0,2.0,2.0,1.0,1.0,1.75
52470,8.0,5.0,2.0,2.0,1.0,1.0,1.75
89509,8.0,5.0,2.0,2.0,1.0,1.0,1.75
91267,8.0,5.0,2.0,2.0,1.0,1.0,1.75
64071,8.0,5.0,2.0,2.0,1.0,1.0,1.75
59268,8.0,50.0,2.0,2.0,1.0,1.0,2.4
59600,8.0,5.0,2.0,2.0,1.0,1.0,1.75
50680,8.0,5.0,2.0,2.0,1.0,1.0,1.75
82085,8.0,5.0,2.0,2.0,1.0,1.0,1.75
64065,8.0,5.0,2.0,2.0,1.0,1.0,1.75
67739,8.0,5.0,2.0,2.0,1.0,1.0,1.75
50876,8.0,5.0,2.0,2.0,1.0,1.0,1.75
46378,8.0,5.0,2.0,2.0,1.0,1.0,1.75
73394,8.0,5.0,2.0,2.0,1.0,1.0,1.75
65348,8.0,5.0,2.0,2.0,1.0,1.0,1.75
64063,8.0,5.0,2.0,2.0,1.0,1.0,1.75
85273,8.0,5.0,2.0,2.0,1.0,1.0,1.75
77575,8.0,5.0,2.0,2.0,1.0,1.0,1.75
61799,50.0,5.0,2.0,2.0,1.0,1.0,1.75
72206,8.0,5.0,2.0,2.0,1.0,1.0,1.75
67365,8.0,5.0,2.0,2.0,1.0,1.0,1.75
60345,8.0,5.0,2.0,2.0,1.0,1.0,1.75
75808,8.0,5.0,2.0,2.0,1.0,1.0,1.75
73019,8.0,5.0,2.0,2.0,1.0,1.0,1.75
72752,8.0,5.0,2.0,2.0,1.0,1.0,1.75
74662,8.0,5.0,2.0,2.0,1.0,1.0,1.75
76444,8.0,5.0,2.0,2.0,1.0,1.0,1.75
62361,8.0,5.0,2.0,2.0,1.0,1.0,1.75
67364,8.0,5.0,2.0,2.0,1.0,1.0,2.4
67370,8.0,12.0,2.0,12.0,1.9,1.0,2.2
67728,8.0,5.0,2.0,2.0,1.0,1.0,1.75
59253,8.0,5.0,2.0,2.0,1.0,1.0,1.75
72209,8.0,5.0,2.0,2.0,1.0,1.0,1.75
55067,50.0,5.0,2.0,2.0,1.0,1.0,1.75
64471,8.0,5.0,2.0,2.0,1.0,1.0,1.75
63455,8.0,5.0,2.0,2.0,1.0,1.0,1.75
67377,8.0,50.0,2.0,2.0,1.0,1.0,1.75
87091,8.0,5.0,2.0,2.0,1.0,1.0,1.75
53790,8.0,5.0,2.0,2.0,1.0,1.0,1.75
62029,8.0,5.0,2.0,2.0,1.0,1.0,1.75
62719,8.0,5.0,2.0,2.0,1.0,1.0,1.75
61509,8.0,5.0,2.0,2.0,1.0,2.4,1.75
51221,8.0,5.0,2.0,2.0,1.0,1.0,1.75
25779,8.0,5.0,2.0,2.0,1.0,1.0,1.75
66240,8.0,5.0,2.0,2.0,1.0,1.0,1.75
54269,8.0,5.0,2.0,2.0,1.0,1.0,2.2
54815,8.0,5.0,2.0,2.0,1.0,1.0,1.75
87089,8.0,5.0,2.0,2.0,1.0,1.0,1.75
67360,8.0,5.0,2.0,2.0,1.0,1.0,1.75
53791,8.0,5.0,2.0,2.0,1.0,1.0,1.75
54940,8.0,5.0,2.0,2.0,1.0,1.0,1.75
76434,8.0,5.0,2.0,2.0,1.8,1.0,1.75
67960,8.0,5.0,2.0,2.0,1.0,1.0,1.75
62042,8.0,5.0,2.0,2.0,1.0,1.0,1.75
32201,8.0,5.0,2.0,2.0,1.0,1.0,1.75
55075,8.0,5.0,2.0,2.0,1.0,1.0,1.75
12655,8.0,5.0,2.0,2.0,1.0,1.0,1.75
85268,8.0,5.0,2.0,2.0,1.0,1.0,1.75
85282,8.0,5.0,2.0,2.0,1.0,1.0,1.75
59251,8.0,5.0,2.0,2.0,1.0,1.0,1.75
55534,8.0,12.0,2.0,2.0,1.0,1.0,1.75
55078,8.0,5.0,2.0,2.0,1.0,1.0,1.75
59291,8.0,13.0,2.0,2.0,1.0,1.0,1.75
60681,8.0,5.0,2.0,2.0,1.0,1.0,1.75
46377,8.0,50.0,12.0,8.0,1.0,3.4,1.75
50201,8.0,5.0,2.0,2.0,1.0,1.0,1.75
51798,8.0,5.0,2.0,2.0,1.0,1.0,1.75
62344,8.0,5.0,2.0,2.0,1.0,1.0,1.75
62411,8.0,5.0,2.0,2.0,1.0,1.0,1.75
62867,8.0,5.0,2.0,2.0,1.0,1.0,1.75
63072,8.0,5.0,2.0,2.0,1.0,1.0,1.75
50226,8.0,5.0,2.0,2.0,1.0,1.0,1.75
64068,8.0,5.0,2.0,2.0,1.0,1.0,1.75
63755,50.0,5.0,2.0,2.0,1.0,1.0,1.75
63071,8.0,5.0,2.0,2.0,1.0,1.0,1.75
52301,50.0,5.0,2.0,2.0,1.0,1.0,1.75
54813,8.0,5.0,2.0,2.0,1.0,1.0,1.75
63069,8.0,5.0,2.0,2.0,1.0,1.0,1.75
51343,8.0,5.0,2.0,2.0,1.0,1.0,1.75
40415,8.0,5.0,2.0,2.0,1.0,1.0,1.75
63446,8.0,50.0,2.0,2.0,1.0,1.0,1.75
89507,8.0,5.0,2.0,2.0,1.0,1.0,1.75
76431,8.0,5.0,2.0,2.0,1.0,1.0,1.75
91270,8.0,5.0,2.0,2.0,1.0,1.0,1.75
91269,8.0,5.0,2.0,2.0,1.0,1.0,1.75
76442,8.0,5.0,2.0,2.0,1.0,1.0,1.75
67958,8.0,5.0,2.0,2.0,1.0,1.0,1.75
62414,8.0,5.0,2.0,2.0,1.0,1.0,1.75
63074,8.0,5.0,2.0,2.0,1.0,1.0,1.75
59599,8.0,5.0,2.0,2.0,1.0,1.0,1.75
63447,8.0,5.0,2.0,2.0,1.0,1.0,1.75
73018,8.0,5.0,2.0,2.0,1.0,1.0,1.75
72208,8.0,5.0,2.0,2.0,1.0,1.0,2.2
46951,8.0,5.0,2.0,2.0,1.0,1.0,1.75
59601,8.0,5.0,2.0,2.0,1.0,1.0,1.75
87090,8.0,5.0,2.0,2.0,1.0,1.0,1.75
76430,8.0,5.0,2.0,2.0,1.0,1.0,1.75
84111,8.0,5.0,2.0,2.0,1.0,1.0,1.75
66368,8.0,5.0,2.0,2.0,1.0,1.0,1.75
64067,8.0,5.0,2.0,2.0,1.0,1.0,1.75
67729,8.0,5.0,2.0,2.0,1.0,1.0,1.75
67961,8.0,5.0,2.0,2.0,1.0,1.0,1.75
59283,8.0,8.0,2.0,2.0,1.0,1.0,1.75
60696,8.0,5.0,2.0,2.0,1.0,1.0,1.75
62363,8.0,5.0,2.0,2.0,1.0,1.0,1.75
76435,8.0,5.0,2.0,2.0,1.0,1.0,1.75
63750,64.0,5.0,2.0,2.0,1.0,1.0,1.75
63758,8.0,5.0,2.0,2.0,1.0,1.0,1.75
84346,8.0,50.0,2.0,2.0,1.0,1.0,1.75
56154,8.0,5.0,2.0,2.0,1.0,1.0,1.75
55073,8.0,5.0,2.0,2.0,1.0,1.0,1.75
81324,50.0,5.0,2.0,2.0,1.0,1.0,1.75
84110,8.0,5.0,2.0,2.0,1.0,1.0,1.75
52295,8.0,5.0,2.0,2.0,1.0,1.0,1.75
46952,8.0,5.0,2.0,2.0,1.0,1.0,1.75
62353,8.0,5.0,2.0,2.0,1.0,1.0,1.75
62375,8.0,5.0,2.0,2.0,1.0,1.0,1.75
62413,8.0,5.0,2.0,2.0,1.0,1.0,1.75
60756,8.0,5.0,2.0,2.0,1.0,1.0,2.2
60923,8.0,5.0,2.0,50.0,1.0,1.0,1.75
72442,8.0,5.0,2.0,2.0,1.0,1.0,1.75
52484,8.0,5.0,2.0,2.0,1.0,1.0,1.75
64472,8.0,5.0,2.0,2.0,1.0,1.0,1.75
22013,8.0,5.0,2.0,2.0,1.0,1.0,1.75
73392,8.0,5.0,2.0,2.0,1.0,1.0,1.75
84341,50.0,5.0,2.0,2.0,1.0,1.0,1.75
55690,8.0,5.0,2.0,2.0,1.0,1.0,1.75
54942,8.0,5.0,2.0,2.0,1.0,1.0,1.75
53775,8.0,5.0,2.0,2.0,1.0,1.0,1.75
50698,8.0,5.0,2.0,2.0,1.0,1.0,1.75
88458,8.0,5.0,2.0,2.0,1.0,1.0,1.75
54271,8.0,5.0,2.0,2.0,2.4,1.0,2.4
54671,8.0,5.0,2.0,2.0,1.0,1.0,1.75
59249,8.0,13.0,2.0,2.0,1.0,1.0,1.75
62379,8.0,5.0,2.0,2.0,1.0,1.0,1.75
62381,8.0,5.0,2.0,2.0,1.0,1.0,1.75
62878,8.0,5.0,2.0,2.0,1.0,1.0,1.75
62032,8.0,5.0,2.0,2.0,1.0,1.0,1.75
62038,8.0,5.0,2.0,2.0,1.0,1.0,1.75
46953,8.0,5.0,2.0,2.0,1.0,1.0,1.75
30838,8.0,5.0,2.0,2.0,1.0,1.0,1.75
51355,8.0,5.0,2.0,2.0,1.0,1.0,1.75
49699,8.0,5.0,2.0,2.0,1.0,1.0,1.75
60346,8.0,5.0,2.0,2.0,1.0,1.0,1.75
62518,8.0,5.0,2.0,2.0,1.0,1.0,1.75
51790,8.0,8.0,2.0,2.0,1.9,1.0,1.75
31022,8.0,5.0,2.0,2.0,1.0,1.0,1.75
67725,8.0,5.0,2.0,2.0,1.0,1.0,1.75
62372,8.0,5.0,2.0,2.0,1.0,1.0,1.75
55767,8.0,5.0,2.0,2.0,1.0,1.0,1.75
22005,8.0,5.0,2.0,2.0,1.0,1.0,1.75
67727,8.0,5.0,2.0,2.0,1.0,1.0,1.75
62322,8.0,5.0,2.0,2.0,1.0,1.0,1.75
63073,64.0,5.0,2.0,2.0,1.0,1.0,1.75
55689,8.0,5.0,2.0,2.0,1.0,1.0,1.75
64061,8.0,5.0,2.0,2.0,1.0,1.0,1.75
77349,8.0,5.0,2.0,2.0,1.0,1.0,1.75
85290,8.0,5.0,2.0,2.0,1.0,1.0,1.75
85274,8.0,5.0,2.0,2.0,1.0,1.0,1.75
24253,8.0,5.0,2.0,2.0,1.0,1.0,1.75
52302,8.0,5.0,2.0,2.0,1.0,1.0,2.4
52481,8.0,5.0,2.0,2.0,1.0,1.0,1.75
73395,8.0,5.0,2.0,2.0,1.0,1.0,1.75
55758,8.0,50.0,12.0,2.0,1.0,1.0,1.75
55934,8.0,5.0,2.0,2.0,1.0,1.0,1.75
51347,8.0,5.0,2.0,2.0,1.0,1.0,1.75
62310,50.0,5.0,2.0,2.0,1.0,1.0,1.75
63452,8.0,5.0,2.0,2.0,1.8,1.0,1.75
84466,8.0,5.0,2.0,2.0,1.0,1.0,1.75
64062,8.0,5.0,2.0,2.0,1.0,1.0,1.75
61505,8.0,5.0,2.0,2.0,1.0,1.0,1.75
84343,8.0,5.0,2.0,2.0,1.0,1.0,1.75
79100,50.0,5.0,2.0,2.0,1.0,1.0,1.75
85280,8.0,5.0,2.0,2.0,1.0,1.0,1.75
85261,8.0,5.0,2.0,2.0,1.0,1.0,1.75
76432,8.0,5.0,2.0,2.0,1.0,1.0,1.75
76436,8.0,5.0,2.0,2.0,1.0,1.0,1.75
63940,50.0,12.0,2.0,2.0,1.8,2.2,1.75
67724,8.0,5.0,2.0,2.0,1.0,1.0,1.75
29067,8.0,5.0,2.0,2.0,1.0,1.0,1.75
29106,8.0,5.0,2.0,2.0,1.0,1.0,1.75
29363,8.0,5.0,2.0,2.0,1.0,1.0,1.75
29371,8.0,5.0,2.0,2.0,1.0,1.0,1.75
29468,8.0,5.0,2.0,2.0,1.0,1.0,1.75
29502,8.0,5.0,2.0,2.0,1.0,1.0,1.75
28452,8.0,5.0,2.0,2.0,1.0,1.0,1.75
28519,8.0,5.0,2.0,2.0,1.0,1.0,1.75
28752,8.0,5.0,2.0,2.0,1.0,1.0,1.75
28763,8.0,5.0,2.0,2.0,1.0,1.0,1.75
28887,8.0,5.0,2.0,2.0,1.0,1.0,1.75
28895,8.0,5.0,2.0,2.0,1.0,1.0,1.75
28897,8.0,5.0,2.0,2.0,1.0,1.0,1.75
28973,8.0,5.0,2.0,2.0,1.0,1.0,1.75
28987,8.0,5.0,2.0,2.0,1.0,1.0,1.75
29063,8.0,5.0,2.0,2.0,1.0,1.0,1.75
31024,8.0,5.0,2.0,2.0,1.0,1.0,1.75
31298,8.0,5.0,2.0,2.0,1.0,1.0,1.75
31307,8.0,5.0,2.0,2.0,1.0,1.0,1.75
31465,8.0,5.0,2.0,2.0,1.0,1.0,1.75
31466,8.0,5.0,2.0,2.0,1.0,1.0,1.75
31737,8.0,5.0,2.0,2.0,1.0,1.0,1.75
32195,8.0,5.0,2.0,2.0,1.0,1.0,1.75
32363,8.0,5.0,2.0,2.0,1.0,1.0,1.75
30006,8.0,5.0,2.0,2.0,1.0,1.0,1.75
30010,8.0,5.0,2.0,2.0,1.0,1.0,1.75
30020,8.0,5.0,2.0,2.0,1.0,1.0,1.75
30135,8.0,5.0,2.0,2.0,1.0,1.0,1.75
30753,8.0,5.0,2.0,2.0,1.0,1.0,1.75
16676,8.0,5.0,2.0,2.0,1.0,1.0,1.75
16632,8.0,5.0,2.0,2.0,1.0,1.0,1.75
16790,8.0,5.0,2.0,2.0,1.0,1.0,1.75
20854,8.0,5.0,2.0,2.0,1.0,1.0,1.75
27983,8.0,5.0,2.0,2.0,1.0,1.0,1.75
25776,8.0,5.0,2.0,2.0,1.0,1.0,1.75
12827,8.0,5.0,2.0,2.0,1.0,1.0,1.75
14374,8.0,5.0,2.0,2.0,1.0,1.0,1.75
55755,8.0,8.0,2.0,2.0,1.0,1.0,1.75
55932,8.0,5.0,2.0,2.0,1.0,1.0,1.75
56138,8.0,5.0,2.0,2.0,1.0,1.0,1.75
53789,8.0,5.0,2.0,2.0,1.0,1.0,1.75
54267,8.0,8.0,2.0,2.0,2.4,1.0,1.75
54270,8.0,5.0,2.0,2.0,1.0,1.0,1.75
54448,8.0,50.0,2.0,2.0,1.0,1.0,1.75
59292,8.0,5.0,2.0,2.0,1.0,1.0,1.75
61499,8.0,5.0,2.0,2.0,1.0,1.0,2.4
46929,8.0,50.0,2.0,2.0,1.0,1.0,1.75
46950,8.0,5.0,2.0,2.0,1.0,1.0,1.75
46974,8.0,5.0,2.0,2.0,1.0,1.0,1.75
39758,8.0,5.0,2.0,2.0,1.0,1.0,1.75
40406,8.0,5.0,2.0,2.0,1.0,1.0,1.75
40425,8.0,5.0,2.0,2.0,1.0,1.0,1.75
42020,8.0,5.0,2.0,2.0,1.0,1.0,1.75
34235,8.0,5.0,2.0,2.0,1.0,1.0,1.75
34883,8.0,5.0,2.0,2.0,1.0,1.0,1.75
34885,8.0,5.0,2.0,2.0,1.0,1.0,1.75
43230,8.0,5.0,2.0,2.0,1.0,1.0,1.75
43666,8.0,5.0,2.0,2.0,1.0,1.0,1.75
44346,8.0,5.0,2.0,2.0,1.0,1.0,1.75
44931,8.0,48.0,12.0,2.0,1.0,1.0,1.75
44933,8.0,5.0,2.0,2.0,1.0,1.0,1.75
45224,8.0,5.0,2.0,2.0,1.0,1.0,1.75
45454,8.0,5.0,2.0,2.0,1.0,1.0,1.75
35502,8.0,5.0,2.0,2.0,1.0,1.0,1.75
35507,8.0,5.0,2.0,2.0,1.0,1.0,1.75
35509,8.0,8.0,2.0,2.0,1.0,1.0,1.75
35669,8.0,5.0,2.0,2.0,1.0,1.0,1.75
35674,8.0,5.0,2.0,2.0,1.0,1.0,1.75
33755,8.0,50.0,2.0,2.0,1.0,1.0,1.75
34223,8.0,5.0,2.0,2.0,1.0,1.0,1.75
34230,8.0,5.0,2.0,2.0,1.0,1.0,1.75
50199,8.0,5.0,2.0,2.0,1.0,1.0,2.2
49383,8.0,5.0,2.0,2.0,1.0,1.0,1.75
49580,8.0,5.0,2.0,2.0,1.0,1.0,1.75
49630,8.0,5.0,2.0,2.0,1.0,1.0,1.75
49654,8.0,5.0,2.0,2.0,1.0,1.0,1.75
35942,8.0,5.0,2.0,2.0,1.0,1.0,1.75
35966,8.0,5.0,2.0,2.0,1.0,1.0,1.75
36280,8.0,5.0,2.0,2.0,1.0,1.0,1.75
36290,8.0,5.0,2.0,2.0,1.0,1.0,1.75
36603,8.0,5.0,2.0,2.0,1.8,1.0,1.75
36613,8.0,5.0,2.0,2.0,1.0,1.0,1.75
62034,8.0,50.0,2.0,2.0,1.0,1.0,1.75
62328,8.0,5.0,2.0,2.0,1.0,1.0,1.75
62352,8.0,5.0,2.0,2.0,1.0,1.0,1.75
62412,8.0,5.0,2.0,2.0,1.0,1.0,1.75
79610,8.0,5.0,2.0,2.0,1.0,1.0,1.75
35160,8.0,5.0,2.0,2.0,1.0,1.0,1.75
82059,8.0,5.0,2.0,2.0,1.0,1.0,1.75
83037,8.0,5.0,2.0,2.0,1.0,1.0,1.75
48848,8.0,5.0,2.0,2.0,1.0,1.0,1.75
48379,8.0,5.0,2.0,2.0,1.0,1.0,1.75
50760,8.0,50.0,2.0,2.0,1.0,1.0,1.75
66256,8.0,5.0,2.0,2.0,1.0,1.0,1.75
26791,8.0,5.0,2.0,2.0,1.0,1.0,1.75
26436,8.0,5.0,2.0,2.0,1.0,1.0,1.75
52299,8.0,5.0,2.0,2.0,1.0,1.0,1.75
25888,8.0,5.0,2.0,2.0,1.0,1.0,1.75
39753,8.0,5.0,2.0,2.0,1.0,1.0,1.75
40404,8.0,5.0,2.0,2.0,1.0,1.0,1.75
35364,8.0,5.0,2.0,2.0,1.0,1.0,1.75
40419,8.0,5.0,2.0,2.0,1.0,1.0,1.75
43232,8.0,5.0,2.0,2.0,1.0,1.0,1.75
43212,8.0,5.0,2.0,2.0,1.0,1.0,1.75
41212,8.0,5.0,2.0,2.0,1.0,1.0,1.75
44323,8.0,5.0,2.0,2.0,1.0,1.0,1.75
48376,8.0,5.0,2.0,2.0,1.0,1.0,1.75
40423,8.0,5.0,2.0,2.0,1.0,1.0,1.75
42031,8.0,5.0,2.0,2.0,1.0,1.0,1.75
41216,8.0,5.0,2.0,2.0,1.0,1.0,1.75
52710,8.0,5.0,2.0,2.0,1.0,1.0,1.75
67738,8.0,5.0,2.0,2.0,1.0,1.0,1.75
66251,8.0,5.0,2.0,2.0,1.0,1.0,1.75
50699,8.0,5.0,2.0,2.0,1.0,1.0,1.75
27979,8.0,5.0,2.0,2.0,1.0,1.0,1.75
31017,8.0,5.0,2.0,2.0,1.0,1.0,1.75
31015,8.0,5.0,2.0,2.0,1.0,1.0,1.75
27250,8.0,5.0,2.0,2.0,1.0,1.0,1.75
17043,8.0,5.0,2.0,2.0,1.0,1.0,1.75
17098,8.0,5.0,2.0,2.0,1.0,1.0,1.75
27874,8.0,5.0,2.0,2.0,1.0,1.0,1.75
27252,8.0,5.0,2.0,2.0,1.0,1.0,1.75
31028,8.0,5.0,2.0,2.0,1.0,1.0,1.75
45514,8.0,5.0,2.0,2.0,1.0,1.0,1.75
42821,8.0,5.0,2.0,2.0,1.0,1.0,1.75
42338,8.0,5.0,2.0,2.0,1.0,1.0,1.75
42105,8.0,5.0,2.0,2.0,1.0,1.0,2.2
15376,8.0,5.0,2.0,2.0,1.0,1.0,1.75
11442,8.0,5.0,2.0,2.0,1.0,1.0,1.75
29794,8.0,5.0,2.0,2.0,1.0,1.0,1.75
12682,8.0,5.0,2.0,2.0,1.0,1.0,1.75
53777,8.0,5.0,2.0,2.0,1.0,1.0,1.75
13387,8.0,5.0,2.0,2.0,1.0,1.0,1.75
62037,8.0,5.0,2.0,2.0,1.0,1.0,1.75
29463,8.0,5.0,2.0,2.0,1.0,1.0,1.75
13963,8.0,5.0,2.0,2.0,1.0,1.0,1.75
13222,8.0,5.0,2.0,2.0,1.0,1.0,1.75
29103,8.0,5.0,2.0,2.0,1.0,1.0,1.75
17230,8.0,5.0,2.0,2.0,1.0,1.0,1.75
26797,8.0,5.0,2.0,2.0,1.0,1.0,1.75
28178,8.0,5.0,2.0,2.0,1.0,1.0,1.75
15841,8.0,5.0,2.0,2.0,1.0,1.0,1.75
15842,8.0,5.0,2.0,2.0,1.0,1.0,1.75
15843,8.0,5.0,2.0,2.0,1.0,1.0,1.75
27155,8.0,5.0,2.0,2.0,1.0,1.0,1.75
26799,8.0,5.0,2.0,2.0,1.0,1.0,1.75
33744,8.0,5.0,2.0,2.0,1.0,1.0,1.75
31026,8.0,5.0,2.0,2.0,1.0,1.0,1.75
35513,8.0,5.0,2.0,2.0,1.0,1.0,1.75
25497,8.0,5.0,2.0,2.0,1.0,1.0,1.75
