product_id,main_camera_mp (MP),wide_camera_mp (MP),tele_camera_mp (MP),macro_camera_mp (MP),wide_camera_aperture (f/),tele_camera_aperture (f/),macro_camera_aperture (f/)
17970,8.0,5.0,2.0,2.0,1.0,1.0,1.75
19793,8.0,5.0,2.0,2.0,1.0,1.0,1.75
30410,8.0,5.0,2.0,2.0,1.0,1.0,1.75
30018,8.0,5.0,2.0,2.0,1.0,1.0,1.75
43223,8.0,5.0,2.0,2.0,1.0,1.0,1.75
42029,8.0,5.0,2.0,2.0,1.0,1.0,1.75
40417,8.0,5.0,2.0,2.0,1.0,1.0,1.75
42027,8.0,5.0,2.0,2.0,1.0,1.0,1.75
41492,8.0,5.0,2.0,2.0,1.0,1.0,1.75
29101,8.0,5.0,2.0,2.0,1.0,1.0,1.75
71546,8.0,5.0,2.0,2.0,1.0,1.0,1.75
19670,8.0,5.0,2.0,2.0,1.0,1.0,1.75
17020,8.0,5.0,2.0,2.0,1.0,1.0,1.75
67047,8.0,5.0,2.0,2.0,1.0,1.0,1.75
18715,8.0,5.0,2.0,2.0,1.0,1.0,1.8
82444,8.0,5.0,2.0,2.0,1.0,1.0,1.75
85499,8.0,5.0,2.0,2.0,1.0,1.0,1.75
76873,8.0,5.0,2.0,2.0,1.0,1.0,1.75
77602,8.0,5.0,2.0,2.0,1.0,1.0,1.75
88462,8.0,5.0,2.0,2.0,1.0,1.0,1.75
88455,8.0,5.0,2.0,2.0,1.0,1.0,1.75
88453,8.0,5.0,2.0,2.0,1.0,1.0,1.75
88456,8.0,5.0,2.0,2.0,1.0,1.0,1.75
88461,8.0,5.0,2.0,2.0,1.0,1.0,1.75
85500,8.0,5.0,2.0,2.0,1.0,1.0,1.75
90682,8.0,5.0,2.0,2.0,1.0,1.0,1.75
84342,8.0,5.0,2.0,2.0,1.0,1.0,1.75
85240,8.0,5.0,2.0,2.0,1.0,1.0,1.75
84465,8.0,5.0,2.0,2.0,1.0,1.0,1.75
76441,8.0,5.0,2.0,2.0,1.0,1.0,1.75
15557,8.0,5.0,2.0,2.0,1.0,1.0,1.75
76446,8.0,5.0,2.0,2.0,1.0,1.0,1.75
76437,8.0,5.0,2.0,2.0,1.0,1.0,1.75
28774,8.0,5.0,2.0,2.0,2.0,1.0,1.75
60882,8.0,8.0,2.0,5.0,1.0,1.0,1.75
72335,8.0,5.0,2.0,2.0,1.0,1.0,1.75
54275,8.0,5.0,2.0,2.0,1.0,1.0,1.75
29069,8.0,5.0,2.0,2.0,1.0,1.0,1.75
37869,8.0,5.0,2.0,2.0,1.0,1.0,2.2
39977,8.0,5.0,2.0,2.0,1.0,1.0,1.75
41491,8.0,5.0,2.0,2.0,1.0,1.0,1.75
41496,8.0,5.0,2.0,2.0,1.0,1.0,1.75
43667,8.0,5.0,2.0,2.0,1.0,1.0,1.75
45222,8.0,5.0,2.0,2.0,1.0,1.0,1.75
45260,8.0,5.0,2.0,2.0,1.0,1.0,1.75
45905,8.0,5.0,2.0,2.0,1.0,1.0,1.75
44531,8.0,5.0,2.0,2.0,1.0,1.0,1.75
35159,8.0,5.0,2.0,2.0,1.0,1.0,1.75
32663,8.0,5.0,2.0,2.0,1.8,1.0,2.2
33213,8.0,5.0,2.0,2.0,1.0,1.0,1.75
28885,8.0,5.0,2.0,2.0,1.0,1.0,1.75
28889,8.0,5.0,2.0,2.0,1.0,1.0,1.75
28963,8.0,5.0,2.0,2.0,1.0,1.0,1.75
28968,8.0,5.0,2.0,2.0,1.0,1.0,1.75
28975,8.0,5.0,2.0,2.0,1.0,1.0,1.75
28977,8.0,5.0,2.0,2.0,1.0,1.0,1.75
28980,8.0,5.0,2.0,2.0,1.0,1.0,1.75
28983,8.0,5.0,2.0,2.0,1.0,1.0,1.75
30519,8.0,5.0,2.0,2.0,1.0,1.0,1.75
30750,8.0,5.0,2.0,2.0,1.0,1.0,1.75
30773,8.0,5.0,2.0,2.0,1.0,1.0,1.75
29145,8.0,5.0,2.0,2.0,1.0,1.0,1.75
29047,8.0,5.0,2.0,2.0,1.0,1.0,1.75
35924,8.0,5.0,2.0,2.0,1.0,1.0,1.75
35928,8.0,5.0,2.0,2.0,1.0,1.0,1.75
35951,8.0,5.0,2.0,2.0,1.0,1.0,1.75
48356,8.0,5.0,2.0,2.0,1.0,1.0,1.75
48842,8.0,5.0,2.0,2.0,1.0,1.0,1.75
50451,8.0,5.0,2.0,2.0,1.0,1.0,1.75
51146,8.0,5.0,2.0,2.0,1.0,1.0,1.75
48843,8.0,5.0,2.0,2.0,1.0,1.0,1.75
48844,8.0,5.0,2.0,2.0,1.0,1.0,1.75
48850,8.0,5.0,2.0,2.0,1.0,1.0,1.75
49553,8.0,5.0,2.0,2.0,1.0,1.0,1.75
49554,8.0,5.0,2.0,2.0,1.0,1.0,1.75
49590,8.0,5.0,2.0,2.0,1.0,1.0,1.75
49747,8.0,5.0,2.0,2.0,1.0,1.0,1.75
25890,8.0,5.0,2.0,2.0,1.0,1.0,1.75
31311,8.0,5.0,2.0,2.0,1.0,1.0,1.75
31738,8.0,5.0,2.0,2.0,1.0,1.0,1.75
32197,8.0,5.0,2.0,2.0,1.0,1.0,1.75
30008,8.0,5.0,2.0,2.0,1.0,1.0,1.75
30345,8.0,5.0,2.0,2.0,2.3,1.0,2.4
30347,50.0,5.0,2.0,2.0,4.148,1.0,1.75
64470,8.0,5.0,2.0,2.0,1.0,1.0,1.75
62041,8.0,5.0,2.0,2.0,1.0,1.0,1.75
72204,8.0,5.0,2.0,2.0,1.0,1.0,1.75
60340,8.0,48.0,2.0,2.0,1.0,1.0,2.4
60397,8.0,5.0,2.0,2.0,1.0,1.0,1.75
77507,8.0,5.0,2.0,2.0,1.0,1.0,1.75
46943,8.0,5.0,2.0,2.0,1.0,1.0,1.75
46944,8.0,5.0,2.0,2.0,1.0,1.0,1.75
46947,8.0,5.0,2.0,2.0,1.0,1.0,1.75
48302,8.0,5.0,2.0,2.0,1.0,1.0,1.75
18105,8.0,5.0,2.0,2.0,1.0,1.0,1.75
45902,8.0,5.0,2.0,2.0,1.0,1.0,1.75
48348,8.0,5.0,2.0,2.0,1.0,1.0,1.75
45646,8.0,5.0,2.0,2.0,1.0,1.0,1.75
49968,8.0,5.0,2.0,2.0,1.0,1.0,1.75
16509,8.0,5.0,2.0,2.0,1.0,1.0,1.75
45455,8.0,5.0,2.0,2.0,1.0,1.0,1.75
36913,8.0,5.0,2.0,2.0,1.0,1.0,1.75
41214,8.0,5.0,2.0,2.0,1.0,1.0,1.75
42336,8.0,5.0,2.0,2.0,1.0,1.0,1.75
17875,8.0,5.0,2.0,2.0,1.0,1.0,1.75
16694,8.0,5.0,2.0,2.0,1.0,1.0,1.75
28515,8.0,5.0,2.0,2.0,1.0,1.0,1.75
25586,8.0,5.0,2.0,2.0,1.0,1.0,1.75
49175,8.0,5.0,2.0,2.0,1.0,1.0,1.75
48864,8.0,5.0,2.0,2.0,1.0,1.0,1.75
63449,8.0,5.0,2.0,2.0,1.0,1.0,1.75
64069,8.0,5.0,2.0,2.0,1.0,1.0,1.75
67734,8.0,5.0,2.0,2.0,1.0,1.0,1.75
27866,8.0,5.0,2.0,2.0,1.0,1.0,1.75
48572,8.0,5.0,2.0,2.0,1.0,1.0,1.75
44937,8.0,5.0,2.0,2.0,1.0,1.0,1.75
42902,8.0,5.0,2.0,2.0,1.0,1.0,1.75
27677,8.0,5.0,2.0,2.0,1.0,1.0,1.75
46350,8.0,5.0,2.0,2.0,1.0,1.0,1.75
31030,8.0,5.0,2.0,2.0,1.0,1.0,1.75
28187,8.0,5.0,2.0,2.0,1.0,1.0,1.75
11307,8.0,5.0,2.0,2.0,1.0,1.0,1.75
12069,8.0,5.0,2.0,2.0,1.0,1.0,1.75
16634,8.0,5.0,2.0,2.0,1.0,1.0,1.75
67736,8.0,5.0,2.0,2.0,1.0,1.0,1.75
26798,8.0,5.0,2.0,2.0,1.0,1.0,1.75
27261,8.0,5.0,2.0,2.0,1.0,1.0,1.75
27676,8.0,5.0,2.0,2.0,1.0,1.0,1.75
42900,8.0,5.0,2.0,2.0,1.0,1.0,1.75
67375,8.0,5.0,2.0,2.0,1.0,1.0,1.75
29617,8.0,5.0,2.0,2.0,1.0,1.0,1.75
36835,8.0,5.0,2.0,2.0,1.0,1.0,1.75
28163,8.0,5.0,2.0,2.0,1.0,1.0,1.75
28184,8.0,5.0,2.0,2.0,1.0,1.0,1.75
32193,8.0,5.0,2.0,2.0,1.0,1.0,1.75
30012,8.0,5.0,2.0,2.0,1.0,1.0,1.75
30147,8.0,5.0,2.0,2.0,1.0,1.0,1.75
11312,8.0,5.0,2.0,2.0,1.0,1.0,1.75
32674,8.0,5.0,2.0,2.0,2.2,1.0,1.75
55688,8.0,5.0,2.0,2.0,1.0,1.0,1.75
54446,50.0,5.0,2.0,2.0,1.0,1.0,1.75
42340,8.0,5.0,2.0,2.0,1.0,1.0,1.75
42698,8.0,5.0,2.0,2.0,1.0,1.0,1.75
43211,8.0,5.0,2.0,2.0,1.0,1.0,1.75
32359,8.0,5.0,2.0,2.0,1.0,1.0,1.75
65016,8.0,5.0,2.0,2.0,1.0,1.0,1.75
38170,8.0,5.0,2.0,2.0,1.0,1.0,1.75
39403,8.0,5.0,2.0,5.0,1.8,1.0,2.2
38618,8.0,5.0,2.0,2.0,1.0,1.0,1.75
40411,8.0,5.0,2.0,2.0,1.0,1.0,1.75
40413,8.0,5.0,2.0,2.0,1.0,1.0,1.75
12089,8.0,5.0,2.0,2.0,1.0,1.0,1.75
30343,8.0,5.0,2.0,2.0,1.0,1.0,1.75
30174,8.0,5.0,2.0,2.0,1.0,1.0,1.75
85277,8.0,5.0,2.0,2.0,1.0,1.0,1.75
45643,8.0,5.0,2.0,2.0,1.0,1.0,1.75
45219,8.0,5.0,2.0,2.0,1.0,1.0,1.75
26053,8.0,5.0,2.0,2.0,1.0,1.0,1.75
25661,8.0,5.0,2.0,2.0,1.0,1.0,1.75
25659,8.0,5.0,2.0,2.0,1.0,1.0,1.75
28320,8.0,5.0,2.0,2.0,1.0,1.0,1.75
48334,8.0,5.0,2.0,2.0,1.0,1.0,1.75
44935,8.0,5.0,2.0,2.0,1.0,1.0,1.75
35676,8.0,5.0,2.0,2.0,1.0,1.0,1.75
33751,8.0,5.0,2.0,2.0,1.0,1.0,1.75
25495,8.0,5.0,2.0,2.0,1.0,1.0,1.75
27151,8.0,5.0,2.0,2.0,1.0,1.0,1.75
27257,8.0,5.0,2.0,2.0,1.0,1.0,1.75
25887,8.0,5.0,2.0,2.0,1.0,1.0,1.75
38182,8.0,5.0,2.0,2.0,1.0,1.0,1.75
36807,8.0,5.0,2.0,2.0,1.0,1.0,1.75
37900,8.0,5.0,2.0,2.0,1.0,1.0,1.75
38149,8.0,5.0,2.0,2.0,1.0,1.0,1.75
31471,8.0,5.0,2.0,2.0,1.0,1.0,1.75
28181,8.0,5.0,2.0,2.0,1.0,1.0,1.75
31733,8.0,5.0,2.0,2.0,1.0,1.0,1.75
27680,8.0,5.0,2.0,2.0,1.0,1.0,1.75
79218,8.0,5.0,2.0,2.0,1.0,1.0,1.75
28454,8.0,5.0,2.0,2.0,1.0,1.0,1.75
35666,8.0,5.0,2.0,2.0,1.0,1.0,1.75
88451,8.0,5.0,2.0,2.0,1.0,1.0,1.75
88454,8.0,5.0,2.0,2.0,1.0,1.0,1.75
88460,8.0,5.0,2.0,2.0,1.0,1.0,1.75
88607,8.0,5.0,2.0,2.0,1.0,1.0,1.75
89712,8.0,5.0,2.0,2.0,1.0,1.0,1.75
89503,8.0,5.0,2.0,2.0,1.0,1.0,1.75
84487,8.0,5.0,2.0,2.0,1.0,1.0,1.75
85256,8.0,5.0,2.0,2.0,1.0,1.0,1.75
37845,8.0,5.0,2.0,2.0,1.0,1.0,1.75
44932,8.0,5.0,2.0,2.0,1.0,1.0,1.75
84377,8.0,5.0,2.0,2.0,1.0,1.0,1.75
79222,8.0,5.0,2.0,2.0,1.0,1.0,1.75
87306,8.0,5.0,2.0,2.0,1.0,1.0,1.75
91991,8.0,5.0,2.0,2.0,1.0,1.0,1.75
24091,8.0,5.0,2.0,2.0,1.0,1.0,1.75
