product_id,camera_video
72190,"4K, 1080p, 720p@960fps, gyro-EIS"
56070,N/A
17861,"Quay phim HD 720p@30fps, Quay phim FullHD 1080p@30fps, Quay phim 4K 2160p@30fps"
72225,1080p@30fps720@30fps
81356,N/A
55531,"4K@30fps (gyro-EIS), 1080p@30/60/120fps (gyro-EIS), 720p@240fps (gyro-EIS)"
55691,"4K@30fps, 1080p@30/60/120fps, 720p@960fps"
56135,N/A
77854,"4K@30fps, 1080p@30fps"
66254,N/A
31299,"8K@30fps, 4K@30/60/120fps, 1080p@30/60/240fps, Auto HDR, gyro-EIS"
66241,N/A
81109,N/A
76433,"8K@24fps (HDR), 4K@24/30/60fps (HDR10+, 10-bit Dolby Vision HDR, 10-bit LOG), 1080p@30/60/120/240/960fps, 720p@1920fps, gyro-EIS"
51784,"8K@30fps4K@30/60fps1080p@30/60/240fps , con quay hồi chuyển EIS"
55519,"4K@30fps, 1080p@30/60/120fpsCon quay hồi chuyển EIS"
51784,"8K@30fps4K@30/60fps1080p@30/60/240fps , con quay hồi chuyển EIS"
85267,N/A
30767,"8K@30fps, 4K@30/60fps, 1080p@30/60/120/240/960fps, gyro-EIS, HDR10+"
55529,"4K@30fps (gyro-EIS), 1080p@30/60/120fps (gyro-EIS), 720p@240fps (gyro-EIS)"
55522,"4K@30fps, 1080p@30/60/120fps1080p@30fps (gyro-EIS)"
50260,N/A
62301,N/A
56132,1080p@30fps
64075,N/A
67044,N/A
59250,1080p@30fps
52473,N/A
50842,N/A
64468,N/A
66375,N/A
84535,N/A
66246,1080p@30fps
55532,"4K@30/60fps, 1080p@30/60/120/240fpsCon quay hồi chuyển EIS"
55760,4K@1080p
72116,1080p@30fps
62035,"4K@30fps, 1080p@30/60/120fps, 720p@960fps, HDR10, gyro-EIS"
67043,N/A
64469,N/A
39979,"8K@30fps, 4K@30/60fps, 1080p@30/60/120/240fps"
25889,"Trước: 1080p@30fpsSau: 4K@30fps, 1080p@30/120fps, gyro-EIS"
55937,N/A
14119,"2160p@30fps, 1080p@30fps, 720p@480fps"
54451,N/A
79116,1080p@30fps
50203,"8K@30fps, 4K@24/30/60fps, 1080p@ 30/60fpsCon quay hồi chuyển EIS"
54287,1080p@30fps
50696,N/A
54277,4K/1080p/720p@960fpsCon quay hồi chuyển EIS
54962,"4K@30fps, 1080p@30/60/120fps, 720p@960fpsCon quay hồi chuyển EIS"
64076,"4K@30fps, 1080p@30/60/120/240fps"
67959,1080p@30fps
78905,1080p@30fps
51789,N/A
64074,1080p@30fps
85235,N/A
85235,N/A
49970,"8K, 4K@30/60/120fps1080p@30/60/120fps"
69536,"7680x4320@30fps, 3840x2160@30fps, 3840x2160@60fps,1920x1080@30fps, 1920x1080@60fps,1280x720@30fps"
67549,"4K@30fps, 1080p@30/60fps"
54278,4K/1080p/720p@960fpsCon quay hồi chuyển EIS
54670,N/A
46948,"4K@30/60fps, 1080p@30/60/120fps, 720p@960fps, HDR"
35117,N/A
79124,1080p@30fpsHD 720p@30fps
88457,N/A
84532,N/A
55508,1080p@30fps
67957,1080p@30fps
84349,N/A
76438,N/A
72115,1080p@30fps
77350,"8K@24fps , 4K@30/60fps"
81358,N/A
54276,"4K@24/25/30/60/120fps HDR1080p@30/60/120fpsCon quay hồi chuyển 5 trục EIS, OIS"
62020,"8K@30fps, 4K@30/60fps, 1080p@30/60fps, gyro-EIS"
62020,"8K@30fps, 4K@30/60fps, 1080p@30/60fps, gyro-EIS"
61507,"8K@30fps, 4K@30/60/120fps, 1080p@30/60fps, gyro-EIS, HDR10, 10‑bit video"
76428,"8K@24fps (HDR), 4K@24/30/60fps (HDR10+, 10-bit Dolby Vision HDR, 10-bit LOG), 1080p@30/60/120/240/960fps, 720p@1920fps, gyro-EIS"
81323,N/A
67046,N/A
76429,"8K@24fps (HDR), 4K@24/30/60fps (HDR10+, 10-bit Dolby Vision HDR, 10-bit LOG), 1080p@30/60/120/240/960fps, 720p@1920fps, gyro-EIS"
84467,N/A
85253,N/A
72203,"4K@30fps, 1080p@30fps"
51344,"4K@30/60fps, 1080p@30/60/240fps, 1080p@960fps"
62351,N/A
63752,1080p@30fps
59594,N/A
66243,N/A
76427,"8K@24fps (HDR), 4K@24/30/60fps (HDR10+, 10-bit Dolby Vision HDR, 10-bit LOG), 1080p@30/60/120/240/960fps, 720p@1920fps, gyro-EIS"
54944,"4K@30/60fps, 1080p@30/60fps, gyro-EIS"
46954,1080p@30fps
49582,1080p@30fps
62036,"8K@30fps, 4K@30/60fps, 1080p@30/60/120/240/960fps, 10-bit HDR10+, gyro-EIS"
62039,N/A
62327,"8K@30fps, 1080p@30fps, gyro-EIS"
49582,1080p@30fps
64070,1080p@30fps
72509,N/A
51335,1080p@30fps
54268,1080p@30fps
44998,FullHD 1080p@30fps
52470,N/A
63941,N/A
89509,N/A
91267,N/A
64071,"1080p@30fps, 1080p@60fps"
59268,1080p@30fps
59600,1080p@30/60fps
50680,"4K@30/60fps, 1080p@30/60fpsCon quay hồi chuyển EIS"
82085,FullHD 1080p@60/30fpsHD 720p@30fps
64065,N/A
67739,1080p@30fps
50876,N/A
46378,"1080p@30fps, gyro-EIS"
65348,"4K@30/60fps, 1080p@30/60/240fps"
64063,"4K@30fps, 1080p@30/60fps, gyro-EIS"
73394,1080p@30fps
85273,N/A
77575,HD 720p@30fpsFullHD 1080p@60fpsFullHD 1080p@30fps4K 2160p@24fps4K 2160p@30fpsFullHD 1080p@120fps
61799,"4K@30/60fps, 1080p@30/60fps, gyro-EIS, HDR10+"
72206,"4K@30fps, 1080p@30fps"
67365,N/A
60345,4K 2160p@30fpsFullHD 1080p@60/480/30/120fpsHD 720p@960/60/30/240fps
75808,"1440p@30fps, 1080p@30fps"
73019,N/A
72752,N/A
74662,FullHD 1080p@30fpsHD 720p@120/30fps
76444,N/A
62361,N/A
67364,N/A
67370,4K (3840×2160) pixels
67728,1080p@30fps
59253,1080p@30fps
72209,N/A
55067,N/A
64471,N/A
63455,"4K@30fps, 1080p@30/60fps"
67377,N/A
87091,N/A
53790,1080p@30fps
62719,1080p@30fps
62029,N/A
61509,1080p@30fps
51221,1080p@30fps
25779,"Trước: 1080p@30fpsSau: 4K@30fps, 1080p@30fps"
66240,N/A
54269,N/A
54815,N/A
87089,"4K@30/60fps, 1080p@60/240fps, 720p@960fps, HDR10+"
67360,1080p | 1920 x 1080@30fps720p | 1280 x 720@30fps
53791,1080p@30fps
54940,4K 2160p@60fpsFullHD 1080p@240fpsFullHD 1080p@60fpsHD 720p@960fps
76434,"8K@24fps (HDR), 4K@24/30/60fps (HDR10+, 10-bit Dolby Vision HDR, 10-bit LOG), 1080p@30/60/120/240/960fps, 720p@1920fps, gyro-EIS"
62042,N/A
62042,N/A
32201,4K 2160p@30fps4K 2160p@60fps8K 4320p@30fpsFullHD 1080p@30fpsFullHD 1080p@60fps
55075,N/A
12655,Quay phim FullHD 1080p@30fps
85268,N/A
85282,N/A
59251,N/A
55534,"4K@30/60fps, 1080p@30/60/120/240fpsCon quay hồi chuyển EIS"
55078,N/A
59291,1080p@30fps
60681,720p@30fps
46377,"8K@30fps, 4K@30/60fps, 1080p@30/60fps, gyro-EIS, HDR10+"
50201,1080p@30fps
51798,1080p@30fps
62344,N/A
62411,N/A
62867,N/A
63072,N/A
50226,4K@30fps1080p@30/60/120fps
64068,"4K@30fps, 1080p@30fps"
63755,N/A
63071,N/A
52301,1080p@30fps
54813,N/A
63069,N/A
51343,N/A
40415,N/A
63446,1080p@30fps
89507,N/A
76431,"8K@24fps (HDR), 4K@24/30/60fps (HDR10+, 10-bit Dolby Vision HDR, 10-bit LOG), 1080p@30/60/120/240/960fps, 720p@1920fps, gyro-EIS"
91270,N/A
91269,N/A
76442,N/A
67958,1080p@30fps
62414,1080p@30fps
63074,1080p@30fps
59599,N/A
63447,N/A
73018,N/A
72208,N/A
73018,N/A
72208,N/A
87090,N/A
84111,N/A
76430,"8K@24fps (HDR), 4K@24/30/60fps (HDR10+, 10-bit Dolby Vision HDR, 10-bit LOG), 1080p@30/60/120/240/960fps, 720p@1920fps, gyro-EIS"
66368,N/A
59283,1080p@30fps
62363,1080p@30fps
64067,1080p@30fps
60696,N/A
67729,"4K@30fps, 1080p@30fps"
67961,1080p@30fps
76435,"8K@24fps (HDR), 4K@24/30/60fps (HDR10+, 10-bit Dolby Vision HDR, 10-bit LOG), 1080p@30/60/120/240/960fps, 720p@1920fps, gyro-EIS"
63750,1080P/720P@30fps
63758,N/A
84346,N/A
56154,N/A
55073,N/A
81324,N/A
84110,N/A
46952,"1080p@30fps, gyro-EIS"
52295,"4K@30/60fps, 1080p@30/60/120fps, con quay hồi chuyển EIS"
60756,"4K@30fps, 1080p@30/60fps, gyro-EIS"
60923,N/A
72442,"4K@24/25/30/60/120fps HDR, 1080p@30/60/120fps"
62353,N/A
62375,N/A
62413,N/A
52484,1080p@30fps
22013,Đang cập nhật
73392,N/A
64472,N/A
55690,N/A
84341,N/A
53775,N/A
54942,N/A
50698,N/A
88458,"4K@30fps,1080P@60fps/30fps, 720P@60fps/30fps"
30838,FullHD 1080p@30fps
59249,1080p@30fps
54271,"4K@30 / 60fps1080p@30fpsgyro-EIS, HDR, video 10 ‑ bit"
54671,N/A
60346,N/A
46953,"4K@30fps, 1080p@30fps, gyro-EIS"
49699,1080p
51355,N/A
62032,1080p@30fps
62038,"4K@30fps, 1080p@30fps"
62379,N/A
62381,720p@30fps
62878,N/A
62518,N/A
67727,1080p@30fps
51790,"1080p@60/30fps, 4K@30fps"
22005,1080p@30fps
67725,N/A
62372,N/A
31022,N/A
55767,N/A
62322,N/A
55689,N/A
63073,N/A
64061,"4K@30fps, 1080p@30fps"
77349,"8K@24fps (HDR), 4K@24/30/60fps (HDR10+, 10-bit Dolby Vision HDR, 10-bit LOG), 1080p@30/60/120/240/960fps, 720p@1920fps, gyro-EIS"
85290,N/A
85274,N/A
24253,Đang cập nhật
52302,1080p@30fps
52481,"4K@30fps, 1080p@30fps, con quay hồi chuyển EIS"
73395,HD 720p@30fpsFullHD 1080p@30fps
55758,"4K@30fps, 1080p@30fpsCon quay hồi chuyển EIS"
55934,1080p@30fps
51347,N/A
62310,4K@30fps1080p@30fps
63452,N/A
84466,N/A
61505,N/A
64062,N/A
84343,N/A
85280,N/A
85261,N/A
79100,1080p@30fps
76432,"8K@24fps (HDR), 4K@24/30/60fps (HDR10+, 10-bit Dolby Vision HDR, 10-bit LOG), 1080p@30/60/120/240/960fps, 720p@1920fps, gyro-EIS"
76436,N/A
63940,N/A
67724,N/A
29067,N/A
29106,N/A
29363,N/A
29371,N/A
29468,N/A
29502,N/A
28452,N/A
28519,N/A
28752,N/A
28763,N/A
28887,N/A
28895,N/A
28897,N/A
28973,N/A
29063,N/A
46929,1080p@30fps
46950,1080p@30fps
46974,N/A
48303,"4K@30fps, 1080p@30fps"
48346,"4K@30fps, 1080p@30/240fps"
48358,N/A
48574,"8K@30fps, 4K@30/60fps, 1080p@30/60/120/240/960fps; gyro-EIS"
45900,N/A
46351,N/A
29067,N/A
29106,N/A
29363,N/A
29371,N/A
29502,N/A
28452,N/A
28519,N/A
28763,N/A
51366,N/A
51372,N/A
52106,1080p@30fps
36667,N/A
36834,N/A
36920,1080p@30fps
36928,N/A
37256,N/A
37265,FullHD 1080p@30fps
37865,N/A
37882,N/A
37898,N/A
37902,"1080p@30fps, 720p@30fps"
38612,"4K@30fps, 1080p@30/60/120fps; gyro-EIS"
39190,N/A
39192,"8K@30fps, 4K@30/60fps, 1080p@30/60fps, gyro-EIS, HDR10+"
39203,N/A
39758,N/A
40406,1080p@30fps
40425,"8K@24fps, 4K@30/60fps, 1080p@30/120/240/960fps, gyro-EIS"
42020,N/A
34235,N/A
45224,N/A
45454,"1080p@30fps, gyro-EIS"
45900,N/A
46351,N/A
35942,N/A
35966,"1080p@30fps, gyro-EIS"
36280,N/A
36290,N/A
36603,"4K@30/60fps, 1080p@30/60/480fps, gyro-EIS"
36613,N/A
32368,3840x2160 @ 30 khung hình / giây1920x1080 @ 60 khung hình / giây
34883,N/A
34885,"1080p@30fps, gyro-EIS"
35132,N/A
33755,1080p@30fps
34223,N/A
34230,N/A
34235,N/A
32665,8K@30fps4K@30/60fps1080p@30/60/120/240/960fpsgyro-EISHDR10+
33217,N/A
50199,1080p@30fps
43230,N/A
43666,"UHD 4K (3840 x 2160)@30fps, 1080p@30fps"
44346,N/A
44931,1080p@30fps
44933,N/A
45224,N/A
45454,"1080p@30fps, gyro-EIS"
45900,N/A
46351,N/A
36667,N/A
36834,N/A
36920,1080p@30fps
36928,N/A
37256,N/A
37265,FullHD 1080p@30fps
37865,N/A
37882,N/A
37898,N/A
37902,"1080p@30fps, 720p@30fps"
38612,"4K@30fps, 1080p@30/60/120fps; gyro-EIS"
39190,N/A
39192,"8K@30fps, 4K@30/60fps, 1080p@30/60fps, gyro-EIS, HDR10+"
39203,N/A
39758,N/A
40406,1080p@30fps
40425,"8K@24fps, 4K@30/60fps, 1080p@30/120/240/960fps, gyro-EIS"
42020,N/A
51366,N/A
51372,N/A
35502,N/A
35507,"4K@30fps, 1080p@30/60/240fps, gyro-EIS"
35509,1080p@30fps
35669,N/A
35674,N/A
62034,1080p@30fps
62328,N/A
62352,N/A
62412,N/A
62869,N/A
63940,N/A
79610,"4K@30fps, 1080p@30fps"
35160,N/A
82059,FullHD 1080p@60/30fpsHD 720p@30fps
83037,N/A
48848,1080p@30fps
48379,"4K@30fps, 1080p@30/60/120fps, gyro-EIS"
50760,N/A
66256,N/A
26791,1080p@30fps
26436,"4K, 1080p, 720p@960fps"
52299,1080p@30fps
25888,"Trước: 1080p@30fpsSau: 4K@30fps, 1080p@30fps"
39753,"4K@30fps, 1080p@30/60/120fps, gyro-EIS"
40404,N/A
43232,N/A
43212,N/A
44323,N/A
48376,N/A
15376,"Quay phim FullHD 1080p@30fps, Quay phim 4K 2160p@30fps"
43212,N/A
41212,1080p@30fps
44323,N/A
48376,N/A
40423,N/A
42031,"4K@30fps, 1080p@30/60/120fps; gyro-EIS"
41216,"1080p@30/60fps, 720p@30/120fps"
66256,N/A
52710,N/A
67738,1080p@30fps
66251,N/A
50699,1080p@30fps
27979,N/A
31017,N/A
31015,N/A
27250,1080p@30fps
17043,N/A
17098,N/A
27874,"Trước: 1080p@30fpsSau: 4K@30fps, 1080p@30fps"
27252,1080p@30fps
42105,"4K@30fps, 1080p@30/60/120fps, gyro-EIS"
42821,1080p@30fps
42338,N/A
30014,N/A
31730,"FullHD 1080p@30fps, FullHD 1080p@60fps"
27981,"Trước: 1080p@30fpsSau: 4K, 1080p, 720p@960fps"
25777,"Trước: 1080pSau: 4K, 1080p, 720p@960fps"
50699,1080p@30fps
31028,N/A
35364,N/A
45514,"1080P@30 fps, 720P@30 fps"
27979,N/A
27874,"Trước: 1080p@30fpsSau: 4K@30fps, 1080p@30fps"
27252,1080p@30fps
62037,N/A
55759,N/A
26797,N/A
33744,N/A
31026,N/A
35513,N/A
15841,"Quay phim siêu chậm 960 fps, Quay phim FullHD 1080p@30fps, Quay phim 4K 2160p@30fps"
15842,"Quay phim FullHD 1080p@30fps, Quay phim siêu chậm 960 fps, Quay phim 4K 2160p@30fps"
15843,"1080p, EIS"
25497,"Trước: 1080p@30fpsSau: 4K@30fps, 1080p@30/60fps (gyro-EIS), 720p@960fps"
27155,N/A
17970,Quay phim 4K 2160p@30fps
19793,N/A
26797,N/A
28178,"Trước: 1080p@30fpsSau: 4K@30fps, 1080p@30fps"
33748,N/A
33744,N/A
33746,N/A
35671,"4K@30/60fps, 1080p@30/60/240fps, gyro-EIS"
34227,N/A
33215,N/A
26799,"8K@30fps, 4K@30/60fps, 1080p@30/60/120fps, gyro-EIS"
31026,N/A
35513,N/A
43223,N/A
42029,N/A
40417,N/A
67047,N/A
29101,N/A
71546,N/A
55759,N/A
33215,N/A
33746,N/A
43223,N/A
35671,"4K@30/60fps, 1080p@30/60/240fps, gyro-EIS"
34227,N/A
33748,N/A
18715,N/A
82444,"4K@30fps, 1080p@30/60fps"
85499,"HD 720p@30fps, FullHD 1080p@30fps"
76873,"8K@24fps (HDR10), 4K@30fps (HDR10+)"
77602,FullHD 1080p@60/30fpsHD 720p@30fps
88462,N/A
88455,N/A
88453,N/A
88456,N/A
88456,N/A
85500,"HD 720p@30fps, FullHD 1080p@30fps"
90682,N/A
84342,N/A
85240,N/A
84465,N/A
76441,N/A
15557,1080p@30fps
76446,N/A
76437,N/A
28774,"2160p@30fps, 1080p@30fps, gyro-EIS"
60882,"4K@30fps, 1080p@30/60fps"
72335,N/A
54275,1080p@30fps
29069,N/A
29145,N/A
37869,"4K@30fps, 1080p@30/60/120fps, 720p@960fps, gyro-EIS"
39977,"8K@30fps, 4K@30/60fps, 1080p@30/60/120/240fps"
41491,"4K@30fps, 1080p@ 30/60/120pfs; con quay hồi chuyển EIS"
41496,N/A
37869,"4K@30fps, 1080p@30/60/120fps, 720p@960fps, gyro-EIS"
39977,"8K@30fps, 4K@30/60fps, 1080p@30/60/120/240fps"
41491,"4K@30fps, 1080p@ 30/60/120pfs; con quay hồi chuyển EIS"
41496,N/A
43667,1080p@30fps
44531,Video 8K UHD (7680 x 4320) ở tốc độ 24 khung hình / giây cho camera chính4K UHD (3840 x 2160) ở tốc độ 30/60 khung hình / giây cho camera phụ
45222,N/A
45260,"4K@30fps, 1080p@30/60/120/240/960fps, gyro-EIS"
45905,"1080p @ 30 khung hình / giây,"
31311,N/A
31738,"4K@30fps, 1080p@30/120fps, gyro-EIS"
32197,N/A
30008,1080p@30fps
30345,"4K@30fps, 1080p@30/60fps"
30347,"1080p@30fps, 720p@120fps"
30519,"8K@24/30fps, 4K@30/60fps, 1080p@30/60/120/240/480fps; gyro-EIS"
30750,"4K@30fps, 1080p@30/60/120fps, gyro-EIS"
30773,"4K@30fps, 1080p@30/60/120fps, gyro-EIS"
29069,N/A
29145,N/A
36081,FullHD 1080p@30fpsHD 720p@30fps
36089,FullHD 1080p@30fps
36093,N/A
36231,N/A
36286,1080p@30fps
36293,N/A
36608,N/A
36611,N/A
35511,N/A
35665,N/A
54275,1080p@30fps
46943,"4K@30/60fps, 1080p@30/60/240fps, gyro-EIS"
46944,"4K@30fps, 1080p@30fps"
46947,1080p@30fps
48302,"4K@30fps, 1080p@30fps"
48356,N/A
48842,1080p@30fps
50451,"4K@30fps, 1080p@30/60/120fps, 720p@960fps;Con quay hồi chuyển EIS"
51146,1080p@30fps
48843,1080p @ 30fps
31738,"4K@30fps, 1080p@30/120fps, gyro-EIS"
32197,N/A
35511,N/A
35665,N/A
35159,N/A
33213,N/A
48843,1080p @ 30fps
48844,"4K@30fps, 1080p@30/60fps, gyro-EIS"
48850,"4K@30/60fps, 1080p@30/60/120fps, 720p@960fps, HDR"
49747,1080p@30fps
49553,"8K@30fps, 4K@30/60fps, 1080p@30/60/120/240fps"
49554,1080p@30fps
49590,"8K@30fps, 4K@30/60fps, 1080p@30/60/120/240fps"
32663,"4K@30fps, 1080p@30/60/120/240/960fps, gyro-EIS"
30008,1080p@30fps
30345,"4K@30fps, 1080p@30/60fps"
30347,"1080p@30fps, 720p@120fps"
30519,"8K@24/30fps, 4K@30/60fps, 1080p@30/60/120/240/480fps; gyro-EIS"
30750,"4K@30fps, 1080p@30/60/120fps, gyro-EIS"
30773,"4K@30fps, 1080p@30/60/120fps, gyro-EIS"
72204,"4K@30fps, 1080p@30fps"
60340,"4K@30fps, 1080p@30/60fps; gyro-EIS"
60397,N/A
77507,N/A
46943,"4K@30/60fps, 1080p@30/60/240fps, gyro-EIS"
46944,"4K@30fps, 1080p@30fps"
46947,1080p@30fps
48302,"4K@30fps, 1080p@30fps"
48356,N/A
48842,1080p@30fps
18105,1080p@30fps
54275,1080p@30fps
45902,N/A
48348,1080p@30fps
45646,N/A
49968,1080p@30fps
16509,1080p@30fps
45455,N/A
26109,"4K@30fps, 1080p@30/60/120fps, gyro-EIS"
26796,N/A
42336,"4K@30fps, 1080p@30/60fps"
17875,Quay phim FullHD 1080p@30fps
16694,Quay phim FullHD 1080p@30fps
28515,1080p@30fps
25586,Trước: 720p@30fpsSau: 1080p@30fps
49175,N/A
48864,1080p@30fps
63449,N/A
64069,N/A
67734,HD 720p@30fpsFullHD 1080p@30fps
27866,1080p@30fps
48572,N/A
44937,N/A
42902,N/A
27677,N/A
46350,N/A
31030,N/A
28187,"Trước: 1080p@30fps4K@30fps, 1080p@30fps, gyro-EIS"
11307,"2160p@60fps, 1080p@30/120fps"
12069,"2160p@30fps, 1080p@30fps (gyro-EIS), 1080p@240fps"
30147,N/A
42900,MP4
26798,N/A
26109,"4K@30fps, 1080p@30/60/120fps, gyro-EIS"
26796,N/A
25778,"Trước: 1080p@30fpsSau: 4K@30fps, 1080p@30fps"
26207,"Trước: 1080p@30fpsSau: 4K@30/60fps, 1080p@30/60fps"
27261,"Trước: 1080p@30fps4K@30fps, 1080p@30/120fps, gyro-EIS"
27676,N/A
62386,720p@120fps
67375,N/A
28515,1080p@30fps
25586,Trước: 720p@30fpsSau: 1080p@30fps
11312,"2160p@60fps, 1080p@30/120fps"
32678,4K 2160p@30fpsFullHD 1080p@60fpsFullHD 1080p@30fps
32674,1080p@30fps
48864,1080p@30fps
11307,"2160p@60fps, 1080p@30/120fps"
12069,"2160p@30fps, 1080p@30fps (gyro-EIS), 1080p@240fps"
64069,N/A
26109,"4K@30fps, 1080p@30/60/120fps, gyro-EIS"
26796,N/A
25778,"Trước: 1080p@30fpsSau: 4K@30fps, 1080p@30fps"
26207,"Trước: 1080p@30fpsSau: 4K@30/60fps, 1080p@30/60fps"
55688,N/A
54446,1080p@30fps
48334,1080p@30fps
44935,N/A
31471,"4K@30fps, 1080p@30fps"
28181,1080p@30fps
31733,N/A
27680,N/A
32359,N/A
31735,N/A
28320,N/A
29459,4K 2160p@30fps
28318,N/A
28757,N/A
43221,N/A
43211,N/A
38170,N/A
39403,N/A
38618,N/A
38182,N/A
25495,"8K@30fps, 4K@30/60fps, 1080p@30/60/120/240/960fps; gyro-EIS"
27151,N/A
27257,"Trước: 1080p@30fpsSau: 4K, 1080p, gyro-EIS"
35676,"4K@30fps, 1080p@30fps, gyro-EIS"
33751,N/A
31001,N/A
65016,N/A
40411,"4K@30fps, 1080p@30/60/120fps; gyro-EIS"
40413,N/A
42340,N/A
42698,N/A
36807,N/A
37900,N/A
38149,N/A
12089,"2160p@30fps, 1080p@60fps, 1080p@30fps (5-axis gyro-EIS), 1080p@960fps, HDR"
30343,N/A
27257,"Trước: 1080p@30fpsSau: 4K, 1080p, gyro-EIS"
45219,N/A
43221,N/A
85277,N/A
12089,"2160p@30fps, 1080p@60fps, 1080p@30fps (5-axis gyro-EIS), 1080p@960fps, HDR"
33751,N/A
28318,N/A
35676,"4K@30fps, 1080p@30fps, gyro-EIS"
35666,N/A
28454,N/A
79218,N/A
88607,N/A
88454,N/A
88451,N/A
88460,N/A
89712,N/A
84487,"4K@30/60fps, 1080p@30/60/120/240fps, OIS"
89503,N/A
79222,N/A
85256,N/A
44932,N/A
84377,N/A
79222,N/A
87306,HD 720p@30fpsFullHD 1080p@30fps
91991,N/A
24091,Quay phim FullHD 1080p@30fps
