product_id,video_resolution_1 (pixels),video_fps_1 (fps),video_resolution_2 (pixels),video_fps_1 (fps),video_resolution_3 (pixels),video_fps_1 (fps)
67957,2073600.0,30,N/A,N/A,N/A,N/A
84349,N/A,N/A,N/A,N/A,N/A,N/A
76438,N/A,N/A,N/A,N/A,N/A,N/A
72115,2073600.0,30,N/A,N/A,N/A,N/A
77350,33177600.0,24,N/A,N/A,N/A,N/A
81358,N/A,N/A,N/A,N/A,N/A,N/A
54276,8294400.0,120,N/A,N/A,N/A,N/A
62020,33177600.0,30,2073600.0,60,N/A,N/A
62020,33177600.0,30,2073600.0,60,N/A,N/A
61507,33177600.0,30,2073600.0,60,N/A,N/A
76428,33177600.0,24,2073600.0,960,N/A,N/A
81323,N/A,N/A,N/A,N/A,N/A,N/A
67046,N/A,N/A,N/A,N/A,N/A,N/A
76429,33177600.0,24,2073600.0,960,N/A,N/A
84467,N/A,N/A,N/A,N/A,N/A,N/A
85253,N/A,N/A,N/A,N/A,N/A,N/A
72203,8294400.0,30,N/A,N/A,N/A,N/A
51344,8294400.0,60,2073600.0,960,N/A,N/A
62351,N/A,N/A,N/A,N/A,N/A,N/A
63752,2073600.0,30,N/A,N/A,N/A,N/A
59594,N/A,N/A,N/A,N/A,N/A,N/A
66243,N/A,N/A,N/A,N/A,N/A,N/A
76427,33177600.0,24,2073600.0,960,N/A,N/A
54944,8294400.0,60,N/A,N/A,N/A,N/A
46954,2073600.0,30,N/A,N/A,N/A,N/A
49582,2073600.0,30,N/A,N/A,N/A,N/A
62036,33177600.0,30,2073600.0,960,N/A,N/A
62039,N/A,N/A,N/A,N/A,N/A,N/A
62327,33177600.0,30,N/A,N/A,N/A,N/A
49582,2073600.0,30,N/A,N/A,N/A,N/A
64070,2073600.0,30,N/A,N/A,N/A,N/A
72509,N/A,N/A,N/A,N/A,N/A,N/A
51335,2073600.0,30,N/A,N/A,N/A,N/A
54268,2073600.0,30,N/A,N/A,N/A,N/A
44998,2073600.0,30,N/A,N/A,N/A,N/A
52470,N/A,N/A,N/A,N/A,N/A,N/A
63941,N/A,N/A,N/A,N/A,N/A,N/A
89509,N/A,N/A,N/A,N/A,N/A,N/A
91267,N/A,N/A,N/A,N/A,N/A,N/A
64071,2073600.0,30,N/A,N/A,N/A,N/A
59268,2073600.0,30,N/A,N/A,N/A,N/A
59600,2073600.0,60,N/A,N/A,N/A,N/A
50680,8294400.0,60,N/A,N/A,N/A,N/A
82085,2073600.0,30,N/A,N/A,N/A,N/A
64065,N/A,N/A,N/A,N/A,N/A,N/A
67739,2073600.0,30,N/A,N/A,N/A,N/A
50876,N/A,N/A,N/A,N/A,N/A,N/A
46378,2073600.0,30,N/A,N/A,N/A,N/A
65348,8294400.0,60,N/A,N/A,N/A,N/A
64063,8294400.0,30,N/A,N/A,N/A,N/A
73394,2073600.0,30,N/A,N/A,N/A,N/A
85273,N/A,N/A,N/A,N/A,N/A,N/A
77575,921600.0,30,2073600.0,30,N/A,30
61799,8294400.0,60,N/A,N/A,N/A,N/A
72206,8294400.0,30,N/A,N/A,N/A,N/A
67365,N/A,N/A,N/A,N/A,N/A,N/A
60345,8294400.0,30,2073600.0,240,N/A,N/A
75808,N/A,30,N/A,N/A,N/A,N/A
73019,N/A,N/A,N/A,N/A,N/A,N/A
72752,N/A,N/A,N/A,N/A,N/A,N/A
74662,2073600.0,30,N/A,N/A,N/A,N/A
76444,N/A,N/A,N/A,N/A,N/A,N/A
62361,N/A,N/A,N/A,N/A,N/A,N/A
67364,N/A,N/A,N/A,N/A,N/A,N/A
67370,8294400.0,N/A,N/A,N/A,N/A,N/A
67728,2073600.0,30,N/A,N/A,N/A,N/A
59253,2073600.0,30,N/A,N/A,N/A,N/A
72209,N/A,N/A,N/A,N/A,N/A,N/A
55067,N/A,N/A,N/A,N/A,N/A,N/A
64471,N/A,N/A,N/A,N/A,N/A,N/A
63455,8294400.0,30,N/A,N/A,N/A,N/A
67377,N/A,N/A,N/A,N/A,N/A,N/A
87091,N/A,N/A,N/A,N/A,N/A,N/A
53790,2073600.0,30,N/A,N/A,N/A,N/A
62719,2073600.0,30,N/A,N/A,N/A,N/A
62029,N/A,N/A,N/A,N/A,N/A,N/A
61509,2073600.0,30,N/A,N/A,N/A,N/A
51221,2073600.0,30,N/A,N/A,N/A,N/A
25779,2073600.0,30,2073600.0,30,N/A,N/A
66240,N/A,N/A,N/A,N/A,N/A,N/A
54269,N/A,N/A,N/A,N/A,N/A,N/A
54815,N/A,N/A,N/A,N/A,N/A,N/A
87089,8294400.0,60,921600.0,960,N/A,N/A
67360,2073600.0,30,N/A,N/A,N/A,N/A
53791,2073600.0,30,N/A,N/A,N/A,N/A
54940,8294400.0,60,2073600.0,60,921600.0,N/A
76434,33177600.0,24,2073600.0,960,N/A,N/A
62042,N/A,N/A,N/A,N/A,N/A,N/A
62042,N/A,N/A,N/A,N/A,N/A,N/A
32201,8294400.0,30,8294400.0,30,33177600.0,60
55075,N/A,N/A,N/A,N/A,N/A,N/A
12655,2073600.0,30,N/A,N/A,N/A,N/A
85268,N/A,N/A,N/A,N/A,N/A,N/A
85282,N/A,N/A,N/A,N/A,N/A,N/A
59251,N/A,N/A,N/A,N/A,N/A,N/A
55534,8294400.0,60,N/A,N/A,N/A,N/A
55078,N/A,N/A,N/A,N/A,N/A,N/A
59291,2073600.0,30,N/A,N/A,N/A,N/A
60681,921600.0,30,N/A,N/A,N/A,N/A
46377,33177600.0,30,2073600.0,60,N/A,N/A
50201,2073600.0,30,N/A,N/A,N/A,N/A
51798,2073600.0,30,N/A,N/A,N/A,N/A
62344,N/A,N/A,N/A,N/A,N/A,N/A
62411,N/A,N/A,N/A,N/A,N/A,N/A
62867,N/A,N/A,N/A,N/A,N/A,N/A
63072,N/A,N/A,N/A,N/A,N/A,N/A
50226,8294400.0,30,N/A,N/A,N/A,N/A
64068,8294400.0,30,N/A,N/A,N/A,N/A
63755,N/A,N/A,N/A,N/A,N/A,N/A
63071,N/A,N/A,N/A,N/A,N/A,N/A
52301,2073600.0,30,N/A,N/A,N/A,N/A
54813,N/A,N/A,N/A,N/A,N/A,N/A
63069,N/A,N/A,N/A,N/A,N/A,N/A
51343,N/A,N/A,N/A,N/A,N/A,N/A
40415,N/A,N/A,N/A,N/A,N/A,N/A
63446,2073600.0,30,N/A,N/A,N/A,N/A
89507,N/A,N/A,N/A,N/A,N/A,N/A
76431,33177600.0,24,2073600.0,960,N/A,N/A
91270,N/A,N/A,N/A,N/A,N/A,N/A
91269,N/A,N/A,N/A,N/A,N/A,N/A
76442,N/A,N/A,N/A,N/A,N/A,N/A
67958,2073600.0,30,N/A,N/A,N/A,N/A
62414,2073600.0,30,N/A,N/A,N/A,N/A
63074,2073600.0,30,N/A,N/A,N/A,N/A
59599,N/A,N/A,N/A,N/A,N/A,N/A
63447,N/A,N/A,N/A,N/A,N/A,N/A
73018,N/A,N/A,N/A,N/A,N/A,N/A
72208,N/A,N/A,N/A,N/A,N/A,N/A
73018,N/A,N/A,N/A,N/A,N/A,N/A
72208,N/A,N/A,N/A,N/A,N/A,N/A
87090,N/A,N/A,N/A,N/A,N/A,N/A
84111,N/A,N/A,N/A,N/A,N/A,N/A
76430,33177600.0,24,2073600.0,960,N/A,N/A
66368,N/A,N/A,N/A,N/A,N/A,N/A
59283,2073600.0,30,N/A,N/A,N/A,N/A
62363,2073600.0,30,N/A,N/A,N/A,N/A
64067,2073600.0,30,N/A,N/A,N/A,N/A
60696,N/A,N/A,N/A,N/A,N/A,N/A
67729,8294400.0,30,N/A,N/A,N/A,N/A
67961,2073600.0,30,N/A,N/A,N/A,N/A
76435,33177600.0,24,2073600.0,960,N/A,N/A
63750,N/A,30,N/A,N/A,N/A,N/A
63758,N/A,N/A,N/A,N/A,N/A,N/A
84346,N/A,N/A,N/A,N/A,N/A,N/A
56154,N/A,N/A,N/A,N/A,N/A,N/A
55073,N/A,N/A,N/A,N/A,N/A,N/A
81324,N/A,N/A,N/A,N/A,N/A,N/A
84110,N/A,N/A,N/A,N/A,N/A,N/A
46952,2073600.0,30,N/A,N/A,N/A,N/A
52295,8294400.0,60,N/A,N/A,N/A,N/A
60756,8294400.0,30,N/A,N/A,N/A,N/A
60923,N/A,N/A,N/A,N/A,N/A,N/A
72442,8294400.0,120,N/A,N/A,N/A,N/A
62353,N/A,N/A,N/A,N/A,N/A,N/A
62375,N/A,N/A,N/A,N/A,N/A,N/A
62413,N/A,N/A,N/A,N/A,N/A,N/A
52484,2073600.0,30,N/A,N/A,N/A,N/A
22013,N/A,N/A,N/A,N/A,N/A,N/A
73392,N/A,N/A,N/A,N/A,N/A,N/A
64472,N/A,N/A,N/A,N/A,N/A,N/A
55690,N/A,N/A,N/A,N/A,N/A,N/A
84341,N/A,N/A,N/A,N/A,N/A,N/A
53775,N/A,N/A,N/A,N/A,N/A,N/A
54942,N/A,N/A,N/A,N/A,N/A,N/A
50698,N/A,N/A,N/A,N/A,N/A,N/A
88458,8294400.0,30,N/A,30,N/A,30
30838,2073600.0,30,N/A,N/A,N/A,N/A
59249,2073600.0,30,N/A,N/A,N/A,N/A
54271,8294400.0,60,N/A,N/A,N/A,N/A
54671,N/A,N/A,N/A,N/A,N/A,N/A
60346,N/A,N/A,N/A,N/A,N/A,N/A
46953,8294400.0,30,N/A,N/A,N/A,N/A
49699,2073600.0,N/A,N/A,N/A,N/A,N/A
51355,N/A,N/A,N/A,N/A,N/A,N/A
62032,2073600.0,30,N/A,N/A,N/A,N/A
62038,8294400.0,30,N/A,N/A,N/A,N/A
62379,N/A,N/A,N/A,N/A,N/A,N/A
62381,921600.0,30,N/A,N/A,N/A,N/A
62878,N/A,N/A,N/A,N/A,N/A,N/A
62518,N/A,N/A,N/A,N/A,N/A,N/A
67727,2073600.0,30,N/A,N/A,N/A,N/A
51790,2073600.0,30,N/A,N/A,N/A,N/A
22005,2073600.0,30,N/A,N/A,N/A,N/A
67725,N/A,N/A,N/A,N/A,N/A,N/A
62372,N/A,N/A,N/A,N/A,N/A,N/A
31022,N/A,N/A,N/A,N/A,N/A,N/A
55767,N/A,N/A,N/A,N/A,N/A,N/A
62322,N/A,N/A,N/A,N/A,N/A,N/A
55689,N/A,N/A,N/A,N/A,N/A,N/A
63073,N/A,N/A,N/A,N/A,N/A,N/A
64061,8294400.0,30,N/A,N/A,N/A,N/A
77349,33177600.0,24,2073600.0,960,N/A,N/A
85290,N/A,N/A,N/A,N/A,N/A,N/A
85274,N/A,N/A,N/A,N/A,N/A,N/A
24253,N/A,N/A,N/A,N/A,N/A,N/A
52302,2073600.0,30,N/A,N/A,N/A,N/A
52481,8294400.0,30,N/A,N/A,N/A,N/A
73395,921600.0,30,N/A,N/A,N/A,N/A
55758,8294400.0,30,N/A,N/A,N/A,N/A
55934,2073600.0,30,N/A,N/A,N/A,N/A
51347,N/A,N/A,N/A,N/A,N/A,N/A
62310,8294400.0,30,N/A,N/A,N/A,N/A
63452,N/A,N/A,N/A,N/A,N/A,N/A
84466,N/A,N/A,N/A,N/A,N/A,N/A
61505,N/A,N/A,N/A,N/A,N/A,N/A
64062,N/A,N/A,N/A,N/A,N/A,N/A
84343,N/A,N/A,N/A,N/A,N/A,N/A
85280,N/A,N/A,N/A,N/A,N/A,N/A
85261,N/A,N/A,N/A,N/A,N/A,N/A
79100,2073600.0,30,N/A,N/A,N/A,N/A
76432,33177600.0,24,2073600.0,960,N/A,N/A
76436,N/A,N/A,N/A,N/A,N/A,N/A
63940,N/A,N/A,N/A,N/A,N/A,N/A
67724,N/A,N/A,N/A,N/A,N/A,N/A
29067,N/A,N/A,N/A,N/A,N/A,N/A
29106,N/A,N/A,N/A,N/A,N/A,N/A
29363,N/A,N/A,N/A,N/A,N/A,N/A
29371,N/A,N/A,N/A,N/A,N/A,N/A
29468,N/A,N/A,N/A,N/A,N/A,N/A
29502,N/A,N/A,N/A,N/A,N/A,N/A
28452,N/A,N/A,N/A,N/A,N/A,N/A
28519,N/A,N/A,N/A,N/A,N/A,N/A
28752,N/A,N/A,N/A,N/A,N/A,N/A
28763,N/A,N/A,N/A,N/A,N/A,N/A
28887,N/A,N/A,N/A,N/A,N/A,N/A
28895,N/A,N/A,N/A,N/A,N/A,N/A
28897,N/A,N/A,N/A,N/A,N/A,N/A
28973,N/A,N/A,N/A,N/A,N/A,N/A
29063,N/A,N/A,N/A,N/A,N/A,N/A
46929,2073600.0,30,N/A,N/A,N/A,N/A
46950,2073600.0,30,N/A,N/A,N/A,N/A
46974,N/A,N/A,N/A,N/A,N/A,N/A
48303,8294400.0,30,N/A,N/A,N/A,N/A
48346,8294400.0,30,N/A,N/A,N/A,N/A
48358,N/A,N/A,N/A,N/A,N/A,N/A
48574,33177600.0,30,2073600.0,960,N/A,N/A
45900,N/A,N/A,N/A,N/A,N/A,N/A
46351,N/A,N/A,N/A,N/A,N/A,N/A
29067,N/A,N/A,N/A,N/A,N/A,N/A
29106,N/A,N/A,N/A,N/A,N/A,N/A
29363,N/A,N/A,N/A,N/A,N/A,N/A
29371,N/A,N/A,N/A,N/A,N/A,N/A
29502,N/A,N/A,N/A,N/A,N/A,N/A
28452,N/A,N/A,N/A,N/A,N/A,N/A
28519,N/A,N/A,N/A,N/A,N/A,N/A
28763,N/A,N/A,N/A,N/A,N/A,N/A
51366,N/A,N/A,N/A,N/A,N/A,N/A
51372,N/A,N/A,N/A,N/A,N/A,N/A
52106,2073600.0,30,N/A,N/A,N/A,N/A
36667,N/A,N/A,N/A,N/A,N/A,N/A
36834,N/A,N/A,N/A,N/A,N/A,N/A
36920,2073600.0,30,N/A,N/A,N/A,N/A
36928,N/A,N/A,N/A,N/A,N/A,N/A
37256,N/A,N/A,N/A,N/A,N/A,N/A
37265,2073600.0,30,N/A,N/A,N/A,N/A
37865,N/A,N/A,N/A,N/A,N/A,N/A
37882,N/A,N/A,N/A,N/A,N/A,N/A
37898,N/A,N/A,N/A,N/A,N/A,N/A
37902,2073600.0,30,N/A,N/A,N/A,N/A
38612,8294400.0,30,N/A,N/A,N/A,N/A
39190,N/A,N/A,N/A,N/A,N/A,N/A
39192,33177600.0,30,2073600.0,60,N/A,N/A
39203,N/A,N/A,N/A,N/A,N/A,N/A
39758,N/A,N/A,N/A,N/A,N/A,N/A
40406,2073600.0,30,N/A,N/A,N/A,N/A
40425,33177600.0,24,2073600.0,960,N/A,N/A
42020,N/A,N/A,N/A,N/A,N/A,N/A
34235,N/A,N/A,N/A,N/A,N/A,N/A
45224,N/A,N/A,N/A,N/A,N/A,N/A
45454,2073600.0,30,N/A,N/A,N/A,N/A
45900,N/A,N/A,N/A,N/A,N/A,N/A
46351,N/A,N/A,N/A,N/A,N/A,N/A
35942,N/A,N/A,N/A,N/A,N/A,N/A
35966,2073600.0,30,N/A,N/A,N/A,N/A
36280,N/A,N/A,N/A,N/A,N/A,N/A
36290,N/A,N/A,N/A,N/A,N/A,N/A
36603,8294400.0,60,N/A,N/A,N/A,N/A
36613,N/A,N/A,N/A,N/A,N/A,N/A
32368,N/A,N/A,N/A,N/A,N/A,N/A
34883,N/A,N/A,N/A,N/A,N/A,N/A
34885,2073600.0,30,N/A,N/A,N/A,N/A
35132,N/A,N/A,N/A,N/A,N/A,N/A
33755,2073600.0,30,N/A,N/A,N/A,N/A
34223,N/A,N/A,N/A,N/A,N/A,N/A
34230,N/A,N/A,N/A,N/A,N/A,N/A
34235,N/A,N/A,N/A,N/A,N/A,N/A
32665,33177600.0,30,2073600.0,960,N/A,N/A
33217,N/A,N/A,N/A,N/A,N/A,N/A
50199,2073600.0,30,N/A,N/A,N/A,N/A
43230,N/A,N/A,N/A,N/A,N/A,N/A
43666,8294400.0,30,N/A,N/A,N/A,N/A
44346,N/A,N/A,N/A,N/A,N/A,N/A
44931,2073600.0,30,N/A,N/A,N/A,N/A
44933,N/A,N/A,N/A,N/A,N/A,N/A
45224,N/A,N/A,N/A,N/A,N/A,N/A
45454,2073600.0,30,N/A,N/A,N/A,N/A
45900,N/A,N/A,N/A,N/A,N/A,N/A
46351,N/A,N/A,N/A,N/A,N/A,N/A
36667,N/A,N/A,N/A,N/A,N/A,N/A
36834,N/A,N/A,N/A,N/A,N/A,N/A
36920,2073600.0,30,N/A,N/A,N/A,N/A
36928,N/A,N/A,N/A,N/A,N/A,N/A
37256,N/A,N/A,N/A,N/A,N/A,N/A
37265,2073600.0,30,N/A,N/A,N/A,N/A
37865,N/A,N/A,N/A,N/A,N/A,N/A
37882,N/A,N/A,N/A,N/A,N/A,N/A
37898,N/A,N/A,N/A,N/A,N/A,N/A
37902,2073600.0,30,N/A,N/A,N/A,N/A
38612,8294400.0,30,N/A,N/A,N/A,N/A
39190,N/A,N/A,N/A,N/A,N/A,N/A
39192,33177600.0,30,2073600.0,60,N/A,N/A
39203,N/A,N/A,N/A,N/A,N/A,N/A
39758,N/A,N/A,N/A,N/A,N/A,N/A
40406,2073600.0,30,N/A,N/A,N/A,N/A
40425,33177600.0,24,2073600.0,960,N/A,N/A
42020,N/A,N/A,N/A,N/A,N/A,N/A
51366,N/A,N/A,N/A,N/A,N/A,N/A
51372,N/A,N/A,N/A,N/A,N/A,N/A
35502,N/A,N/A,N/A,N/A,N/A,N/A
35507,8294400.0,30,N/A,N/A,N/A,N/A
35509,2073600.0,30,N/A,N/A,N/A,N/A
35669,N/A,N/A,N/A,N/A,N/A,N/A
35674,N/A,N/A,N/A,N/A,N/A,N/A
62034,2073600.0,30,N/A,N/A,N/A,N/A
62328,N/A,N/A,N/A,N/A,N/A,N/A
62352,N/A,N/A,N/A,N/A,N/A,N/A
62412,N/A,N/A,N/A,N/A,N/A,N/A
62869,N/A,N/A,N/A,N/A,N/A,N/A
63940,N/A,N/A,N/A,N/A,N/A,N/A
79610,8294400.0,30,N/A,N/A,N/A,N/A
35160,N/A,N/A,N/A,N/A,N/A,N/A
82059,2073600.0,30,N/A,N/A,N/A,N/A
83037,N/A,N/A,N/A,N/A,N/A,N/A
48848,2073600.0,30,N/A,N/A,N/A,N/A
48379,8294400.0,30,N/A,N/A,N/A,N/A
50760,N/A,N/A,N/A,N/A,N/A,N/A
66256,N/A,N/A,N/A,N/A,N/A,N/A
26791,2073600.0,30,N/A,N/A,N/A,N/A
26436,8294400.0,960,921600.0,N/A,N/A,N/A
52299,2073600.0,30,N/A,N/A,N/A,N/A
25888,2073600.0,30,2073600.0,30,N/A,N/A
39753,8294400.0,30,N/A,N/A,N/A,N/A
40404,N/A,N/A,N/A,N/A,N/A,N/A
43232,N/A,N/A,N/A,N/A,N/A,N/A
43212,N/A,N/A,N/A,N/A,N/A,N/A
44323,N/A,N/A,N/A,N/A,N/A,N/A
48376,N/A,N/A,N/A,N/A,N/A,N/A
15376,2073600.0,30,N/A,N/A,N/A,N/A
43212,N/A,N/A,N/A,N/A,N/A,N/A
41212,2073600.0,30,N/A,N/A,N/A,N/A
44323,N/A,N/A,N/A,N/A,N/A,N/A
48376,N/A,N/A,N/A,N/A,N/A,N/A
40423,N/A,N/A,N/A,N/A,N/A,N/A
42031,8294400.0,30,N/A,N/A,N/A,N/A
41216,2073600.0,60,N/A,N/A,N/A,N/A
66256,N/A,N/A,N/A,N/A,N/A,N/A
52710,N/A,N/A,N/A,N/A,N/A,N/A
67738,2073600.0,30,N/A,N/A,N/A,N/A
66251,N/A,N/A,N/A,N/A,N/A,N/A
50699,2073600.0,30,N/A,N/A,N/A,N/A
27979,N/A,N/A,N/A,N/A,N/A,N/A
31017,N/A,N/A,N/A,N/A,N/A,N/A
31015,N/A,N/A,N/A,N/A,N/A,N/A
27250,2073600.0,30,N/A,N/A,N/A,N/A
17043,N/A,N/A,N/A,N/A,N/A,N/A
17098,N/A,N/A,N/A,N/A,N/A,N/A
27874,2073600.0,30,2073600.0,30,N/A,N/A
27252,2073600.0,30,N/A,N/A,N/A,N/A
42105,8294400.0,30,N/A,N/A,N/A,N/A
42821,2073600.0,30,N/A,N/A,N/A,N/A
42338,N/A,N/A,N/A,N/A,N/A,N/A
30014,N/A,N/A,N/A,N/A,N/A,N/A
31730,2073600.0,30,N/A,N/A,N/A,N/A
27981,2073600.0,30,2073600.0,N/A,N/A,N/A
25777,2073600.0,960,2073600.0,N/A,N/A,N/A
50699,2073600.0,30,N/A,N/A,N/A,N/A
31028,N/A,N/A,N/A,N/A,N/A,N/A
35364,N/A,N/A,N/A,N/A,N/A,N/A
45514,N/A,30 ,N/A,N/A,N/A,N/A
27979,N/A,N/A,N/A,N/A,N/A,N/A
27874,2073600.0,30,2073600.0,30,N/A,N/A
27252,2073600.0,30,N/A,N/A,N/A,N/A
62037,N/A,N/A,N/A,N/A,N/A,N/A
55759,N/A,N/A,N/A,N/A,N/A,N/A
26797,N/A,N/A,N/A,N/A,N/A,N/A
33744,N/A,N/A,N/A,N/A,N/A,N/A
31026,N/A,N/A,N/A,N/A,N/A,N/A
35513,N/A,N/A,N/A,N/A,N/A,N/A
15841,2073600.0,960 ,N/A,30,N/A,N/A
15842,2073600.0,30,N/A,30,N/A,N/A
15843,2073600.0,N/A,N/A,N/A,N/A,N/A
25497,2073600.0,30,2073600.0,60,N/A,N/A
27155,N/A,N/A,N/A,N/A,N/A,N/A
17970,8294400.0,30,N/A,N/A,N/A,N/A
19793,N/A,N/A,N/A,N/A,N/A,N/A
26797,N/A,N/A,N/A,N/A,N/A,N/A
28178,2073600.0,30,2073600.0,30,N/A,N/A
33748,N/A,N/A,N/A,N/A,N/A,N/A
33744,N/A,N/A,N/A,N/A,N/A,N/A
33746,N/A,N/A,N/A,N/A,N/A,N/A
35671,8294400.0,60,N/A,N/A,N/A,N/A
34227,N/A,N/A,N/A,N/A,N/A,N/A
33215,N/A,N/A,N/A,N/A,N/A,N/A
26799,33177600.0,30,2073600.0,120,N/A,N/A
31026,N/A,N/A,N/A,N/A,N/A,N/A
35513,N/A,N/A,N/A,N/A,N/A,N/A
43223,N/A,N/A,N/A,N/A,N/A,N/A
42029,N/A,N/A,N/A,N/A,N/A,N/A
40417,N/A,N/A,N/A,N/A,N/A,N/A
67047,N/A,N/A,N/A,N/A,N/A,N/A
29101,N/A,N/A,N/A,N/A,N/A,N/A
71546,N/A,N/A,N/A,N/A,N/A,N/A
55759,N/A,N/A,N/A,N/A,N/A,N/A
33215,N/A,N/A,N/A,N/A,N/A,N/A
33746,N/A,N/A,N/A,N/A,N/A,N/A
43223,N/A,N/A,N/A,N/A,N/A,N/A
35671,8294400.0,60,N/A,N/A,N/A,N/A
34227,N/A,N/A,N/A,N/A,N/A,N/A
33748,N/A,N/A,N/A,N/A,N/A,N/A
18715,N/A,N/A,N/A,N/A,N/A,N/A
82444,8294400.0,30,N/A,N/A,N/A,N/A
85499,921600.0,30,N/A,N/A,N/A,N/A
76873,33177600.0,24,N/A,N/A,N/A,N/A
77602,2073600.0,30,N/A,N/A,N/A,N/A
88462,N/A,N/A,N/A,N/A,N/A,N/A
88455,N/A,N/A,N/A,N/A,N/A,N/A
88453,N/A,N/A,N/A,N/A,N/A,N/A
88456,N/A,N/A,N/A,N/A,N/A,N/A
88456,N/A,N/A,N/A,N/A,N/A,N/A
85500,921600.0,30,N/A,N/A,N/A,N/A
90682,N/A,N/A,N/A,N/A,N/A,N/A
84342,N/A,N/A,N/A,N/A,N/A,N/A
85240,N/A,N/A,N/A,N/A,N/A,N/A
84465,N/A,N/A,N/A,N/A,N/A,N/A
76441,N/A,N/A,N/A,N/A,N/A,N/A
15557,2073600.0,30,N/A,N/A,N/A,N/A
76446,N/A,N/A,N/A,N/A,N/A,N/A
76437,N/A,N/A,N/A,N/A,N/A,N/A
28774,N/A,30,N/A,N/A,N/A,N/A
60882,8294400.0,30,N/A,N/A,N/A,N/A
72335,N/A,N/A,N/A,N/A,N/A,N/A
54275,2073600.0,30,N/A,N/A,N/A,N/A
29069,N/A,N/A,N/A,N/A,N/A,N/A
29145,N/A,N/A,N/A,N/A,N/A,N/A
37869,8294400.0,30,921600.0,960,N/A,N/A
39977,33177600.0,30,2073600.0,240,N/A,N/A
41491,8294400.0,30,N/A,N/A,N/A,N/A
41496,N/A,N/A,N/A,N/A,N/A,N/A
37869,8294400.0,30,921600.0,960,N/A,N/A
39977,33177600.0,30,2073600.0,240,N/A,N/A
41491,8294400.0,30,N/A,N/A,N/A,N/A
41496,N/A,N/A,N/A,N/A,N/A,N/A
43667,2073600.0,30,N/A,N/A,N/A,N/A
44531,33177600.0,N/A,N/A,N/A,N/A,N/A
45222,N/A,N/A,N/A,N/A,N/A,N/A
45260,8294400.0,30,N/A,N/A,N/A,N/A
45905,2073600.0,N/A,N/A,N/A,N/A,N/A
31311,N/A,N/A,N/A,N/A,N/A,N/A
31738,8294400.0,30,N/A,N/A,N/A,N/A
32197,N/A,N/A,N/A,N/A,N/A,N/A
30008,2073600.0,30,N/A,N/A,N/A,N/A
30345,8294400.0,30,N/A,N/A,N/A,N/A
30347,2073600.0,30,N/A,N/A,N/A,N/A
30519,33177600.0,30,2073600.0,480,N/A,N/A
30750,8294400.0,30,N/A,N/A,N/A,N/A
30773,8294400.0,30,N/A,N/A,N/A,N/A
29069,N/A,N/A,N/A,N/A,N/A,N/A
29145,N/A,N/A,N/A,N/A,N/A,N/A
36081,2073600.0,30,N/A,N/A,N/A,N/A
36089,2073600.0,30,N/A,N/A,N/A,N/A
36093,N/A,N/A,N/A,N/A,N/A,N/A
36231,N/A,N/A,N/A,N/A,N/A,N/A
36286,2073600.0,30,N/A,N/A,N/A,N/A
36293,N/A,N/A,N/A,N/A,N/A,N/A
36608,N/A,N/A,N/A,N/A,N/A,N/A
36611,N/A,N/A,N/A,N/A,N/A,N/A
35511,N/A,N/A,N/A,N/A,N/A,N/A
35665,N/A,N/A,N/A,N/A,N/A,N/A
54275,2073600.0,30,N/A,N/A,N/A,N/A
46943,8294400.0,60,N/A,N/A,N/A,N/A
46944,8294400.0,30,N/A,N/A,N/A,N/A
46947,2073600.0,30,N/A,N/A,N/A,N/A
48302,8294400.0,30,N/A,N/A,N/A,N/A
48356,N/A,N/A,N/A,N/A,N/A,N/A
48842,2073600.0,30,N/A,N/A,N/A,N/A
50451,8294400.0,30,921600.0,960,N/A,N/A
51146,2073600.0,30,N/A,N/A,N/A,N/A
48843,2073600.0,30,N/A,N/A,N/A,N/A
31738,8294400.0,30,N/A,N/A,N/A,N/A
32197,N/A,N/A,N/A,N/A,N/A,N/A
35511,N/A,N/A,N/A,N/A,N/A,N/A
35665,N/A,N/A,N/A,N/A,N/A,N/A
35159,N/A,N/A,N/A,N/A,N/A,N/A
33213,N/A,N/A,N/A,N/A,N/A,N/A
48843,2073600.0,30,N/A,N/A,N/A,N/A
48844,8294400.0,30,N/A,N/A,N/A,N/A
48850,8294400.0,60,921600.0,960,N/A,N/A
49747,2073600.0,30,N/A,N/A,N/A,N/A
49553,33177600.0,30,2073600.0,240,N/A,N/A
49554,2073600.0,30,N/A,N/A,N/A,N/A
49590,33177600.0,30,2073600.0,240,N/A,N/A
32663,8294400.0,30,N/A,N/A,N/A,N/A
30008,2073600.0,30,N/A,N/A,N/A,N/A
30345,8294400.0,30,N/A,N/A,N/A,N/A
30347,2073600.0,30,N/A,N/A,N/A,N/A
30519,33177600.0,30,2073600.0,480,N/A,N/A
30750,8294400.0,30,N/A,N/A,N/A,N/A
30773,8294400.0,30,N/A,N/A,N/A,N/A
72204,8294400.0,30,N/A,N/A,N/A,N/A
60340,8294400.0,30,N/A,N/A,N/A,N/A
60397,N/A,N/A,N/A,N/A,N/A,N/A
77507,N/A,N/A,N/A,N/A,N/A,N/A
46943,8294400.0,60,N/A,N/A,N/A,N/A
46944,8294400.0,30,N/A,N/A,N/A,N/A
46947,2073600.0,30,N/A,N/A,N/A,N/A
48302,8294400.0,30,N/A,N/A,N/A,N/A
